Plant_Height (cm),Chlorophyll (SPAD),Number of Flowers,Number of Harvested Fruits,Weight of Harvested Fruits (Kg),Fruit Height (mm),Sap pH,Sap K (ppm),Sap Ca (ppm),Sap Na (ppm),Sap NO3 (ppm),Sap Conductivity (mS/cm),Soil pH Horiba,Soil K Horiba (ppm),Soil Ca Horiba (ppm),Soil Na Horiba (ppm),Soil NO3 Horiba (ppm),Soil Conductivity Horiba (mS/cm),Fruit Diameter (mm),7in1_Ph[pH],7in1_Moisture[%RH],7in1_S_Temperature[C],Air_sensor_Temperature[C],Air_sensor_Humidity[%RH],7in1_Conductivity[mS/cm],Pynamometer_Radiation[W/m2],Nitrogen,Phosphorus,Potassium,Year,Month,Day,Treatment_Num
143.0,52.17999999999999,18.7,3.0,0.289,60.4,5.316000000000001,3190.0,562.0,50.55,274.0,11.154,6.639,28.1,15.1,2.8,32.7,0.1689999999999999,54.11255411255412,6.406000000000001,38.120000000000005,24.74,25.49,67.61,0.1876,258.4,0.0,1.0,2.0,2024.0,10.0,30.0,7.0
176.7,57.06999999999999,21.3,6.0,0.844,70.6,5.444,3310.0,165.0,50.6,204.5,9.0785,6.9350000000000005,7.0,12.9,1.4,10.3,0.0777999999999999,70.0280112044818,7.234,35.27,25.03,25.57,67.19,0.1252,270.5,2.0,2.0,0.0,2024.0,10.0,30.0,21.0
192.1,57.65000000000001,15.6,2.0,0.195,60.1,5.384,3050.0,225.5,51.4,357.0,9.9155,6.964,7.3,10.2,1.2,21.5,0.0919,54.11255411255412,6.596000000000001,38.61,24.6,25.860000000000003,67.07999999999998,0.1244999999999999,216.3,2.0,2.0,0.0,2024.0,10.0,30.0,21.0
171.9,52.7,17.0,2.0,0.312,60.7,5.3,3100.0,570.0,53.0,380.0,11.6,7.1,9.0,7.0,1.0,25.0,0.043,66.84491978609626,6.37,48.3,23.7,24.2,75.7,0.095,138.0,2.0,2.0,0.0,2024.0,10.0,30.0,21.0
159.35,58.49,20.6,3.0,0.41,60.5,5.364999999999999,3360.0,171.0,52.1,341.0,10.431,6.790000000000001,16.3,22.3,2.8,12.5,0.2076,70.0280112044818,6.338,32.86,27.74,27.68,62.11,0.2438,570.9,2.0,0.0,2.0,2024.0,10.0,30.0,23.0
152.7,54.46,11.7,4.0,0.724,70.2,5.51,3300.0,276.0,49.6,1038.1,9.741,5.904999999999999,31.05,66.8,4.2,111.4,0.5231,73.21110262286733,6.411000000000001,29.83,28.65000000000001,29.399999999999995,54.23,0.1417,479.4,2.0,0.0,2.0,2024.0,10.0,30.0,23.0
184.4,57.7,24.0,4.0,0.566,70.3,5.3,3300.0,150.0,55.0,460.0,11.12,6.3,17.0,5.0,1.0,18.0,0.082,70.0280112044818,6.46,43.2,23.7,24.3,79.0,0.104,237.0,2.0,0.0,2.0,2024.0,10.0,30.0,23.0
129.1,52.74000000000001,10.7,4.0,1.051,70.8,5.594500000000001,3155.0,118.8,37.0,1900.0,9.826,6.684,36.6,40.15,6.1,43.7,0.4619999999999999,82.76037687802393,6.435,24.360000000000007,28.47,30.65,53.9,0.1924,688.4,2.0,1.0,0.0,2024.0,10.0,30.0,20.0
138.8,54.49,10.3,5.0,0.952,70.1,5.567,3195.0,118.8,39.3,1585.0,9.805,6.7010000000000005,41.5,36.7,4.0,30.0,0.3018999999999999,74.8026483320601,6.422,25.640000000000004,27.76,30.380000000000003,53.08,0.0881,601.6,2.0,1.0,0.0,2024.0,10.0,30.0,20.0
178.45,62.7,21.0,7.0,1.16,70.6,5.4,2500.0,170.0,43.0,250.0,10.01,7.3,6.0,8.0,1.0,43.0,0.038,65.25337407690348,6.24,39.4,23.7,25.4,73.5,0.083,174.0,2.0,1.0,0.0,2024.0,10.0,30.0,20.0
113.4,52.1,10.8,10.0,1.029,60.6,5.574,3290.0,125.2,50.0,1730.0,11.1615,6.416,23.0,53.1,3.9,18.6,0.242,60.47873694932519,6.501,22.98,27.6,29.04,58.35999999999999,0.2429999999999999,460.0,1.0,2.0,2.0,2024.0,10.0,30.0,18.0
167.3,54.32000000000001,17.1,4.0,0.899,70.4,5.504,3195.0,110.6,49.3,1780.0,11.17,6.444,25.45,50.6,2.6,24.6,0.2182,71.61955691367456,6.497000000000002,22.15,27.48,28.72,57.95,0.2364,568.8,1.0,2.0,2.0,2024.0,10.0,30.0,18.0
130.85,47.1,24.0,7.0,1.271,70.5,5.3,2600.0,170.0,41.0,220.0,10.69,7.1,9.0,7.0,1.0,35.0,0.059,105.04201680672269,6.38,36.1,24.1,25.4,72.8,0.144,51.0,1.0,2.0,2.0,2024.0,10.0,30.0,18.0
190.75,56.8,31.0,7.0,0.826,70.2,5.4,3100.0,260.0,52.0,350.0,10.96,6.8,15.0,5.0,1.0,41.0,0.079,70.0280112044818,6.33,37.2,23.3,23.9,79.5,0.176,248.0,0.0,1.0,1.0,2024.0,10.0,30.0,6.0
109.25,53.69,9.8,0.0,0.0,0.0,5.597,3525.0,206.5,41.7,2460.0,11.3325,6.385,285.3999999999951,88.05,11.0,143.3,0.7791999999999999,0.0,6.470999999999999,22.81,28.43,30.39,53.08,0.6482,543.8,0.0,1.0,1.0,2024.0,10.0,30.0,6.0
193.15,56.74,28.8,2.0,0.271,70.0,5.462499999999999,3370.0,233.8,52.8,431.7,10.594000000000005,6.986,21.2,9.9,1.95,28.3,0.0744,62.070282658517954,6.636999999999999,35.800000000000004,23.46,23.950000000000003,74.87000000000002,0.2359,261.3,0.0,1.0,1.0,2024.0,10.0,30.0,6.0
132.3,58.6,16.0,4.0,0.771,70.0,5.3,3000.0,580.0,45.0,310.0,12.09,7.0,15.0,30.0,2.0,26.0,0.153,70.0280112044818,6.49,43.3,23.3,24.0,80.0,0.231,283.0,1.0,2.0,1.0,2024.0,10.0,30.0,17.0
145.7,54.17,18.6,3.0,0.473,60.9,5.413499999999999,3430.0,179.5,40.7,664.0,9.6935,6.678,47.45,25.9,7.7,76.8,0.2587,70.0280112044818,6.449,25.48,25.849999999999994,27.420000000000005,64.57,0.1211,243.6,1.0,2.0,1.0,2024.0,10.0,30.0,17.0
126.6,54.02,20.6,5.0,0.948,70.4,5.464999999999999,3800.0,376.0,45.1,575.0,11.559,6.716999999999999,42.8,23.5,7.4,72.3,0.2502,70.0280112044818,6.754,24.4,25.68,27.300000000000004,63.55,0.167,237.9,1.0,2.0,1.0,2024.0,10.0,30.0,17.0
163.9,58.4,13.0,5.0,0.411,50.4,5.4,3300.0,350.0,54.0,380.0,11.32,6.3,19.0,11.0,1.0,28.0,0.102,55.70409982174688,6.34,52.4,23.3,24.4,76.8,0.122,235.0,2.0,1.0,2.0,2024.0,10.0,30.0,25.0
108.3,56.25,11.4,5.0,0.787,60.9,5.42,3260.0,214.7,49.2,764.0,11.209,6.1850000000000005,37.8,36.3,3.0,41.7,0.3287,68.43646549528903,6.308,25.39,28.23,27.06,66.11,0.0751,525.8,2.0,1.0,2.0,2024.0,10.0,30.0,25.0
120.1,52.5,10.1,7.0,0.934,70.2,5.520999999999999,3460.0,266.5,49.95,1900.0,11.397,6.28,84.6,148.7,7.4,171.0,0.9435,65.25337407690348,6.314000000000001,27.380000000000003,26.26,26.02,65.95,0.4335999999999999,265.5,2.0,1.0,2.0,2024.0,10.0,30.0,25.0
145.2,47.7,13.0,3.0,0.4,70.0,5.3,3000.0,800.0,44.0,260.0,12.65,6.8,6.0,12.0,2.0,30.0,0.06,68.43646549528903,6.38,49.3,23.7,24.5,74.9,0.063,152.0,1.0,1.0,1.0,2024.0,10.0,30.0,29.0
141.6,56.67999999999999,13.0,4.0,0.577,70.0,5.36,3260.0,490.0,51.3,1429.0,12.599999999999998,6.68,9.5,15.8,4.0,34.45,0.105,66.84491978609626,7.188999999999998,24.24,25.4,25.92,65.16,0.0709,247.3,1.0,1.0,1.0,2024.0,10.0,30.0,29.0
141.6,56.56999999999999,12.9,3.0,0.517,70.9,5.36,3250.0,476.0,48.7,1446.0,12.585,6.669999999999999,7.1,15.8,3.4,33.05,0.1036999999999999,68.43646549528903,6.703,24.61,25.43,25.92,65.26,0.0813,245.6,1.0,1.0,1.0,2024.0,10.0,30.0,29.0
148.0,54.8,18.4,4.0,0.799,70.3,5.379,3270.0,292.0,51.7,823.0,10.568,6.6560000000000015,40.4,48.1,6.1,66.35,0.3937,70.0280112044818,6.470000000000001,34.37,24.52,25.32,69.96000000000001,0.1155,198.6,0.0,1.0,0.0,2024.0,10.0,30.0,2.0
148.0,54.36999999999999,18.1,4.0,0.759,70.4,5.39,3270.0,311.0,51.7,823.0,10.573,6.772,42.5,47.4,5.5,66.35,0.3699,70.0280112044818,6.474000000000001,32.22,24.719999999999995,25.33,69.73,0.1076,203.1,0.0,1.0,0.0,2024.0,10.0,30.0,2.0
121.1,54.8,17.0,4.0,0.72,70.1,5.4,3300.0,360.0,50.0,270.0,11.18,7.0,31.0,14.0,4.0,41.0,0.151,68.43646549528903,6.35,41.2,23.7,24.5,75.2,0.079,175.0,0.0,1.0,0.0,2024.0,10.0,30.0,2.0
146.55,57.25999999999999,16.7,12.0,1.854,70.7,5.450000000000001,2530.0,304.1,39.6,550.0,10.687,6.337999999999999,16.6,69.75,2.7,44.5,0.267,73.21110262286733,6.449,40.92999999999999,28.440000000000005,28.57,55.86999999999999,0.141,421.8,2.0,0.0,0.0,2024.0,10.0,30.0,19.0
85.8,47.57000000000001,9.9,2.0,0.27,60.5,5.723000000000001,2805.0,170.6,38.15,2178.0,9.926,6.675,7.6,31.85,2.9,29.5,0.1631,62.070282658517954,6.290000000000001,27.85,27.610000000000003,28.130000000000003,58.870000000000005,0.2596,249.0,2.0,0.0,0.0,2024.0,10.0,30.0,19.0
163.75,56.7,18.0,5.0,1.072,80.6,5.2,2200.0,810.0,38.0,130.0,9.71,7.1,17.0,22.0,2.0,33.0,0.079,79.5772854596384,6.46,46.8,23.3,24.3,77.2,0.102,240.0,2.0,0.0,0.0,2024.0,10.0,30.0,19.0
125.3,56.23,20.5,8.0,1.202,70.2,5.550000000000001,3190.0,465.0,45.9,1357.0,11.351,6.297000000000001,22.85,46.2,7.4,60.4,0.3484,71.61955691367456,6.38,28.35,25.130000000000003,26.25,65.88,0.2203,300.6,0.0,2.0,1.0,2024.0,10.0,30.0,8.0
87.9,45.86,8.0,5.0,0.908,70.1,5.672,3605.0,536.0,45.5,1410.0,11.9615,6.577,39.75,75.7,9.25,113.75,1.9676999999999976,76.39419404125286,6.369000000000001,26.420000000000005,25.860000000000003,27.62,63.77,0.2431,720.1,0.0,2.0,1.0,2024.0,10.0,30.0,8.0
116.6,55.3,26.0,8.0,1.163,60.9,5.4,2800.0,980.0,49.0,180.0,11.97,6.1,9.0,6.0,1.0,24.0,0.056,68.43646549528903,6.28,37.1,23.3,24.2,78.7,0.138,260.0,0.0,2.0,1.0,2024.0,10.0,30.0,8.0
181.8,62.83,22.4,8.0,1.03,60.9,5.391500000000001,3150.0,370.8,51.2,774.0,11.835,6.476000000000001,40.1,33.6,3.4,42.85,0.3047,68.43646549528903,6.404000000000001,28.82,24.08,23.950000000000003,77.68,0.0768,146.2,1.0,1.0,1.0,2024.0,10.0,30.0,15.0
180.0,63.03,20.1,3.0,0.375,60.0,5.4015,2980.0,333.8,46.3,841.0,11.611999999999998,6.9860000000000015,46.25,31.9,3.1,42.35,0.2692,65.25337407690348,6.496,30.130000000000003,23.76,23.82,78.64,0.0667,137.3,1.0,1.0,1.0,2024.0,10.0,30.0,15.0
144.8,54.5,16.0,6.0,1.112,70.3,5.3,2900.0,670.0,54.0,210.0,11.63,6.9,7.0,11.0,1.0,41.0,0.068,73.21110262286733,6.3,44.4,23.3,23.7,80.3,0.112,152.0,1.0,1.0,1.0,2024.0,10.0,30.0,15.0
192.0,44.3,22.0,7.0,1.149,70.3,5.4,2800.0,670.0,44.0,170.0,11.74,7.1,13.0,4.0,1.0,52.0,0.036,68.43646549528903,6.13,24.3,22.9,23.6,79.5,0.227,140.0,2.0,1.0,1.0,2024.0,10.0,30.0,24.0
201.5,58.55000000000001,20.7,7.0,1.291,70.3,5.31,3240.0,238.05,49.05,2455.0,11.2985,6.843999999999999,116.7,198.8,11.75,259.05,0.8673,73.21110262286733,6.516,24.73,25.300000000000004,26.07,67.64,0.5538000000000001,279.4,2.0,1.0,1.0,2024.0,10.0,30.0,24.0
177.9,58.8,20.0,4.0,0.648,60.9,5.537,3085.0,280.1,45.7,737.0,10.751499999999998,6.9,4.0,7.0,1.0,8.0,0.045,66.84491978609626,6.23,32.5,22.9,23.6,83.2,0.067,168.0,2.0,1.0,1.0,2024.0,10.0,30.0,24.0
181.0,61.2,20.0,6.0,1.092,70.4,5.4,2800.0,450.0,55.0,330.0,10.42,7.1,8.0,8.0,1.0,31.0,0.05,73.21110262286733,6.35,30.2,22.5,23.1,83.2,0.054,235.0,1.0,1.0,0.0,2024.0,10.0,30.0,11.0
173.7,56.330000000000005,19.3,9.0,1.512,60.8,5.44,3090.0,624.0,51.9,757.8,10.631000000000002,6.95,16.35,17.3,2.3,21.9,0.1534,70.0280112044818,6.794,33.59,23.08,22.86,78.19,0.1567,254.3,1.0,1.0,0.0,2024.0,10.0,30.0,11.0
191.5,52.0,18.1,4.0,0.741,80.1,5.5600000000000005,3130.0,275.0,54.5,1368.0,10.044,6.85,12.9,26.1,2.1,21.8,0.128,66.84491978609626,7.211,31.27,24.130000000000003,24.61,75.57000000000001,0.1775,282.4,1.0,1.0,0.0,2024.0,10.0,30.0,11.0
192.9,65.3,25.0,5.0,0.822,70.0,5.4,2700.0,680.0,50.0,350.0,12.37,7.3,4.0,6.0,1.0,37.0,0.037,66.84491978609626,6.13,39.1,22.5,22.9,86.9,0.137,247.0,2.0,2.0,2.0,2024.0,10.0,30.0,27.0
143.6,56.710000000000015,18.4,7.0,1.402,70.1,5.579,2880.0,509.8,46.25,1659.0,11.766500000000002,6.831,26.8,28.1,5.05,59.3,0.2726,73.21110262286733,6.317000000000002,24.1,25.1,25.62,68.85,0.3117,318.9,2.0,2.0,2.0,2024.0,10.0,30.0,27.0
170.05,55.19,17.7,6.0,1.128,70.3,5.42,2860.0,602.5,51.0,1209.0,12.508,6.988,14.9,28.1,4.6,26.4,0.2607,73.21110262286733,6.365,25.56,23.51,25.3,69.2,0.2208,308.6,2.0,2.0,2.0,2024.0,10.0,30.0,27.0
191.2,60.0,27.0,7.0,1.446,70.8,5.4,2200.0,640.0,38.0,230.0,11.35,7.0,24.0,19.0,3.0,35.0,0.152,76.39419404125286,6.34,40.0,22.5,22.5,86.1,0.068,175.0,0.0,0.0,1.0,2024.0,10.0,30.0,4.0
174.4,59.09,22.8,5.0,0.869,70.0,5.574,2900.0,530.0,39.0,385.0,10.876,7.032000000000001,20.8,45.0,2.7,19.3,0.1689,71.61955691367456,6.123,33.10000000000001,21.515,22.840000000000003,80.22,0.1375,189.6,0.0,0.0,1.0,2024.0,10.0,30.0,4.0
191.2,59.65,20.5,2.0,0.421,70.5,5.554,2990.0,499.0,39.0,411.0,10.983,7.0120000000000005,21.6,19.4,2.6,22.4,0.1399999999999999,74.8026483320601,6.136000000000001,36.64,21.77,22.840000000000003,79.04999999999998,0.1385,189.2,0.0,0.0,1.0,2024.0,10.0,30.0,4.0
161.95,55.36,16.9,6.0,1.023,70.5,5.369999999999999,2870.0,545.8,51.7,1187.0,12.508,6.9590000000000005,12.9,23.8,7.85,21.1,0.2649,73.21110262286733,6.346000000000001,23.72000000000001,24.300000000000004,25.43,68.39,0.198,323.7,2.0,2.0,2.0,2024.0,11.0,6.0,27.0
178.7,54.6,17.0,6.0,0.846,70.5,5.3,2800.0,580.0,50.0,440.0,13.07,6.7,19.0,11.0,7.0,34.0,0.121,70.0280112044818,5.9,26.8,23.5,25.7,72.3,0.026,326.0,2.0,2.0,2.0,2024.0,11.0,6.0,27.0
162.5,56.60999999999999,20.7,2.0,0.304,60.7,5.538,3435.0,432.0,49.35,430.0,11.015,6.822,9.9,13.5,4.9,24.2,0.0938,57.29564553093965,6.284999999999999,27.73,24.14,25.36,66.59,0.1165,195.9,2.0,2.0,2.0,2024.0,11.0,6.0,27.0
191.2,56.75999999999999,23.0,1.0,0.2,70.0,5.554,3215.0,259.2,48.05,544.8,9.785,6.766,28.95,21.8,1.9,11.5,0.1842,73.21110262286733,6.426,32.730000000000004,25.7,26.05,68.59,0.2516,213.0,2.0,1.0,1.0,2024.0,11.0,6.0,24.0
163.0,65.1,18.0,3.0,0.366,60.9,5.4,3200.0,420.0,57.0,620.0,13.06,6.0,7.0,4.0,1.0,16.0,0.068,60.47873694932519,6.19,30.5,25.1,27.1,63.7,0.042,573.0,2.0,1.0,1.0,2024.0,11.0,6.0,24.0
182.0,56.19,21.4,1.0,0.161,60.7,5.48,3130.0,347.6,45.3,472.8,9.8485,6.797,33.95,21.1,2.0,21.7,0.1693,66.84491978609626,6.364,28.58,25.07,26.09,70.36000000000001,0.1839,186.5,2.0,1.0,1.0,2024.0,11.0,6.0,24.0
83.5,46.75,15.5,0.0,0.0,0.0,5.742999999999999,3350.0,229.6,52.4,849.2,11.102,6.822,62.4,109.6,7.1,128.5,0.6603,0.0,6.042,25.05,23.56,22.88,76.22999999999999,0.1865,175.8,0.0,0.0,1.0,2024.0,11.0,6.0,4.0
130.0,65.6,14.0,2.0,0.42,70.7,5.3,3300.0,500.0,66.0,550.0,13.4,7.0,12.0,11.0,1.0,41.0,0.095,0.0716195569136745,6.5,44.5,25.9,27.5,64.0,0.061,593.0,0.0,0.0,1.0,2024.0,11.0,6.0,4.0
83.5,46.75,15.5,0.0,0.0,0.0,5.742999999999999,3350.0,229.6,52.4,849.2,11.102,6.822,62.4,109.6,7.1,128.5,0.6603,0.0,6.042,25.05,23.56,22.88,76.22999999999999,0.1865,175.8,0.0,0.0,1.0,2024.0,11.0,6.0,4.0
182.5,62.06999999999999,22.4,0.0,0.0,0.0,5.4245,2870.0,312.7,45.8,861.0,10.406,6.94,50.3,38.6,2.8,32.6,0.2969,0.0,6.475,28.74,23.710000000000004,23.700000000000003,77.34,0.0867,185.6,1.0,1.0,1.0,2024.0,11.0,6.0,15.0
152.75,60.7,19.0,3.0,0.488,70.2,5.3,3200.0,380.0,50.0,1200.0,12.66,6.0,21.0,12.0,1.0,25.0,0.124,68.43646549528903,6.48,37.3,27.1,27.7,62.1,0.074,461.0,1.0,1.0,1.0,2024.0,11.0,6.0,15.0
128.3,56.5,16.0,6.0,0.896,70.0,5.396,3280.0,303.3,58.5,1262.0,11.531,6.5,64.0,62.0,5.0,85.0,0.46,66.84491978609626,6.35,29.6,30.7,31.1,50.6,0.073,750.0,1.0,1.0,1.0,2024.0,11.0,6.0,15.0
137.65,53.830000000000005,17.7,2.0,0.439,60.8,5.6000000000000005,3075.0,233.0,51.5,406.0,11.208,6.808,113.75,95.0,18.7,128.03,0.7377,79.5772854596384,6.324,39.36,27.140000000000004,26.83,64.11,0.1581,446.5,0.0,2.0,2.0,2024.0,11.0,6.0,9.0
181.45,51.8,11.0,3.0,0.439,60.0,5.3,3300.0,130.0,49.0,610.0,11.12,7.1,8.0,1.0,1.0,13.0,0.047,57.29564553093965,6.5,21.7,25.9,27.9,64.1,0.026,425.0,0.0,2.0,2.0,2024.0,11.0,6.0,9.0
205.4,58.35,16.8,3.0,0.541,70.1,5.61,3210.0,137.3,47.2,1394.0,10.7345,7.031000000000001,24.85,14.4,3.767,19.2,0.1621,68.43646549528903,6.483,29.87,26.11,26.35,66.66,0.1072,369.2,0.0,2.0,2.0,2024.0,11.0,6.0,9.0
112.65,61.98,14.2,3.0,0.506,60.8,5.602000000000001,3570.0,221.0,65.5,958.3,10.6345,6.480000000000001,49.25,49.4,4.7,28.2,0.387,60.47873694932519,6.287,21.81,26.99,27.24,62.71,0.2101,496.4,1.0,0.0,1.0,2024.0,11.0,6.0,13.0
77.25,67.3,14.0,2.0,0.315,70.1,5.3,2900.0,590.0,48.0,510.0,12.15,5.7,22.0,31.0,4.0,15.0,0.197,66.84491978609626,6.54,21.6,25.9,27.7,62.1,0.032,279.0,1.0,0.0,1.0,2024.0,11.0,6.0,13.0
84.0,60.11999999999999,12.8,1.0,0.158,70.0,5.6925,3610.0,258.5,66.3,775.3,11.0365,6.49,62.5,50.65,4.8,29.9,0.5377,65.25337407690348,6.309,21.96,27.290000000000003,26.98,63.330000000000005,0.2072999999999999,488.7,1.0,0.0,1.0,2024.0,11.0,6.0,13.0
156.5,58.92,16.6,2.0,0.357,70.0,5.471500000000001,3180.0,338.7,47.5,693.0,11.135,6.763000000000001,41.0,58.55,4.3,24.1,0.3434,68.43646549528903,6.414,30.8,26.51,26.99,65.05999999999999,0.1007,241.1,2.0,0.0,1.0,2024.0,11.0,6.0,22.0
206.9,54.3,13.0,2.0,0.225,60.4,5.3,3100.0,380.0,50.0,400.0,11.34,6.4,24.0,73.0,5.0,26.0,0.384,55.70409982174688,6.5,39.5,25.7,27.8,62.2,0.095,548.0,2.0,0.0,1.0,2024.0,11.0,6.0,22.0
202.9,57.34000000000001,16.1,2.0,0.273,60.9,5.431500000000001,3270.0,227.5,51.1,590.0,10.285,6.8260000000000005,39.2,54.7,4.3,24.1,0.3523999999999999,57.29564553093965,6.452,30.67,26.299999999999997,26.72000000000001,65.38999999999999,0.0977,246.8,2.0,0.0,1.0,2024.0,11.0,6.0,22.0
173.2,56.24,17.2,5.0,1.073,70.5,5.6225000000000005,3030.0,512.0,42.85,688.9,9.454999999999998,6.646000000000001,9.5,81.7,9.3,34.7,0.465,77.98573975044563,6.929,34.660000000000004,24.59,25.05,69.97,0.0808,320.6,1.0,0.0,0.0,2024.0,11.0,6.0,10.0
150.1,64.8,16.0,4.0,0.87,70.9,5.3,3000.0,370.0,48.0,390.0,11.13,6.0,6.0,16.0,1.0,18.0,0.083,74.8026483320601,6.48,24.3,25.9,28.2,58.7,0.01,352.0,1.0,0.0,0.0,2024.0,11.0,6.0,10.0
176.3,57.02,23.4,2.0,0.289,60.8,5.51,3100.0,463.0,45.1,189.0,10.382,6.763,5.8,17.5,1.5,11.3,0.0519999999999999,66.84491978609626,6.434,36.14,23.610000000000003,24.56000000000001,76.71000000000001,0.0929,283.2,1.0,0.0,0.0,2024.0,11.0,6.0,10.0
74.4,51.64000000000001,15.6,4.0,0.725,70.3,5.814000000000001,2960.0,523.65,38.0,834.9,11.605999999999998,6.677,25.3,58.4,3.9,23.3,0.3963,71.61955691367456,6.436,33.59,28.74,30.15,52.04,0.1162999999999999,635.6,0.0,0.0,0.0,2024.0,11.0,6.0,28.0
86.65,49.5,15.0,4.0,0.61,70.0,5.2,2400.0,730.0,45.0,200.0,12.03,6.7,27.0,51.0,3.0,25.0,0.324,68.43646549528903,6.47,39.8,25.9,27.9,62.4,0.092,543.0,0.0,0.0,0.0,2024.0,11.0,6.0,28.0
107.0,53.25,10.9,6.0,0.642,60.2,5.844,2830.0,406.6,35.7,640.9,10.398999999999996,6.756,44.3,79.8,4.2,134.5,0.6165,58.88719124013242,6.694,35.17999999999999,28.26,30.62,52.34,0.1026,735.7,0.0,0.0,0.0,2024.0,11.0,6.0,28.0
69.5,50.63,19.6,5.0,0.856,70.4,5.552999999999999,3945.0,416.05,55.85,357.8,11.661,6.62,9.0,6.3,2.2,27.6,0.0713,70.0280112044818,6.379,34.63000000000001,27.05,27.73,62.41,0.0965999999999999,203.2,1.0,2.0,0.0,2024.0,11.0,6.0,12.0
148.7,52.1,27.0,2.0,0.272,70.7,5.2,3200.0,470.0,48.0,340.0,12.71,6.8,12.0,9.0,2.0,29.0,0.09,63.66182836771072,6.41,45.6,25.5,27.6,61.7,0.04,336.0,1.0,2.0,0.0,2024.0,11.0,6.0,12.0
135.8,50.74,21.0,2.0,0.306,60.6,5.563,3230.0,334.2,45.9,370.8,9.795999999999998,6.6,12.8,7.3,2.2,25.2,0.0862,71.61955691367456,6.352,30.84,26.26,26.15,65.45,0.1036,296.6,1.0,2.0,0.0,2024.0,11.0,6.0,12.0
114.95,45.120000000000005,17.0,6.0,0.862,70.0,5.610000000000001,3800.0,239.3,50.9,1331.2,12.198,6.960000000000001,19.9,25.8,2.85,35.8,0.2324,73.21110262286733,6.495,26.85,26.880000000000003,26.39,66.47999999999999,0.2454,405.2,2.0,2.0,1.0,2024.0,11.0,6.0,26.0
164.3,41.5,11.0,3.0,0.476,70.4,5.3,3100.0,620.0,62.0,320.0,12.58,7.5,18.0,7.0,1.0,42.0,0.111,57.29564553093965,6.56,37.8,25.5,28.0,56.9,0.033,543.0,2.0,2.0,1.0,2024.0,11.0,6.0,26.0
139.4,53.35,17.8,2.0,0.374,70.6,5.567,3780.0,168.6,51.75,568.0,11.635000000000002,7.017999999999999,20.6,22.8,3.0,29.0,0.2082,70.0280112044818,6.36,33.22,26.390000000000004,26.32,67.9,0.1461999999999999,294.7,2.0,2.0,1.0,2024.0,11.0,6.0,26.0
192.6,56.57000000000001,17.7,1.0,0.354,70.4,5.569,3180.0,120.7,41.6,2140.0,10.074,6.682,25.5,28.0,4.1,25.1,0.1658,70.0280112044818,6.597,19.87,25.44,26.49,65.18,0.1766,546.3,1.0,1.0,2.0,2024.0,11.0,6.0,16.0
164.8,55.45,19.0,3.0,0.441,60.8,5.564500000000001,3270.0,138.8,40.6,1907.9,10.4,6.797,21.1,29.1,4.1,26.0,0.1367,66.84491978609626,6.38,23.75,25.169999999999995,26.079999999999995,66.77000000000001,0.0986999999999999,548.4,1.0,1.0,2.0,2024.0,11.0,6.0,16.0
174.9,56.28000000000001,20.2,1.0,0.123,60.2,5.505000000000001,3260.0,290.0,53.35,407.7,10.413,6.520000000000001,28.1,31.1,2.45,36.05,0.2042,60.47873694932519,6.452000000000001,34.38,26.41,27.62,62.55,0.1058,386.2,0.0,0.0,0.0,2024.0,11.0,6.0,1.0
172.1,58.8,16.0,0.0,0.0,0.0,5.4,3100.0,420.0,62.0,250.0,11.01,6.1,34.0,26.0,2.0,39.0,0.236,0.0,6.49,33.9,26.7,27.1,61.2,0.057,382.0,0.0,0.0,0.0,2024.0,11.0,6.0,1.0
174.9,56.28000000000001,18.4,0.0,0.0,0.0,5.5150000000000015,3240.0,362.0,52.75,407.7,10.413,6.530000000000001,28.1,30.1,2.35,37.5,0.2045,0.0,6.452000000000001,34.38,26.41,27.51,62.55,0.0829,371.5,0.0,0.0,0.0,2024.0,11.0,6.0,1.0
115.55,51.10999999999999,16.2,5.0,0.627,60.7,5.656000000000001,3510.0,199.4,46.1,472.2,10.874,7.229999999999999,9.4,25.1,1.5,14.5,0.0708,63.66182836771072,6.513,33.5,24.0,24.57,72.47999999999999,0.1044,215.3,1.0,0.0,2.0,2024.0,11.0,6.0,14.0
133.0,61.4,12.0,2.0,0.414,70.0,5.3,2700.0,74.0,53.0,400.0,10.55,7.0,11.0,6.0,1.0,18.0,0.096,71.61955691367456,6.44,24.3,26.7,27.1,62.3,0.031,643.0,1.0,0.0,2.0,2024.0,11.0,6.0,14.0
119.9,58.36,13.8,2.0,0.314,70.0,5.7700000000000005,3470.0,91.8,46.55,537.5,10.401,6.7,8.7,48.0,1.6,16.2,0.0799,68.43646549528903,6.461,35.67,23.94,24.49,74.38000000000001,0.0993,229.4,1.0,0.0,2.0,2024.0,11.0,6.0,14.0
87.85,48.19,7.9,1.0,0.198,60.3,5.322,3210.0,389.5,51.3,665.0,11.694,6.3870000000000005,32.5,77.9,3.8,32.8,0.3802,79.5772854596384,6.305999999999999,29.690000000000005,27.27,29.5,55.63000000000001,0.2892,648.3,0.0,1.0,2.0,2024.0,11.0,6.0,7.0
93.25,51.5,11.0,1.0,0.239,70.3,5.3,3000.0,380.0,49.0,330.0,11.47,6.1,8.0,1.0,1.0,22.0,0.046,77.98573975044563,6.43,27.0,25.5,26.9,62.3,0.244,630.0,0.0,1.0,2.0,2024.0,11.0,6.0,7.0
