Plant_Height (cm),Chlorophyll (SPAD),Number of Flowers,Number of Harvested Fruits,Weight of Harvested Fruits (Kg),Fruit Height (mm),Sap pH,Sap K (ppm),Sap Ca (ppm),Sap Na (ppm),Sap NO3 (ppm),Sap Conductivity (mS/cm),Soil pH Horiba,Soil K Horiba (ppm),Soil Ca Horiba (ppm),Soil Na Horiba (ppm),Soil NO3 Horiba (ppm),Soil Conductivity Horiba (mS/cm),Fruit Diameter (mm),7in1_Ph[pH],7in1_Moisture[%RH],7in1_S_Temperature[C],Air_sensor_Temperature[C],Air_sensor_Humidity[%RH],7in1_Conductivity[mS/cm],Pynamometer_Radiation[W/m2],Nitrogen,Phosphorus,Potassium,Year,Month,Day,Treatment_Num
168.8,57.6,15.0,3.0,0.369,60.7,5.7,3500.0,38.0,44.0,680.0,9.07,6.0,42.0,29.0,3.0,1.0,0.25,62.070282658517954,6.42,45.1,22.7,23.9,76.8,0.109,310.0,2.0,2.0,2.0,2024.0,11.0,20.0,30.0
163.0,57.8,15.0,2.0,0.281,60.2,5.7,3200.0,42.0,40.0,530.0,5.97,6.4,10.0,19.0,1.0,6.0,0.108,65.25337407690348,6.28,30.1,23.1,23.9,76.3,0.194,298.0,2.0,1.0,0.0,2024.0,11.0,20.0,20.0
190.05,58.3,21.1,1.0,0.108,60.3,5.465,3430.0,153.3,48.75,273.1,9.592,6.758,17.35,21.55,2.2,35.75,0.1086,63.66182836771072,7.237999999999999,30.98,23.53,24.110000000000003,75.77000000000001,0.1406,219.1,2.0,1.0,0.0,2024.0,11.0,20.0,20.0
125.25,52.74000000000001,11.6,6.0,0.904,71.0,5.5945,3130.0,115.3,37.8,1840.0,8.909,6.611,27.15,37.4,4.6,37.3,0.3086,79.5772854596384,6.4590000000000005,22.600000000000005,28.14,30.440000000000005,55.44,0.0904,646.8,2.0,1.0,0.0,2024.0,11.0,20.0,20.0
153.2,56.1,13.0,1.0,0.132,60.0,5.7,3800.0,59.0,44.0,660.0,9.33,5.8,23.0,23.0,2.0,22.0,0.144,65.25337407690348,6.25,46.6,23.1,24.0,78.7,0.178,276.0,1.0,2.0,2.0,2024.0,11.0,20.0,18.0
156.5,60.05,11.5,1.0,0.703,70.0,5.657000000000001,3210.0,194.4,49.8,474.0,9.915,6.872,16.6,12.4,2.3,19.7,0.1210999999999999,70.0280112044818,6.302,43.28,25.69,26.35,65.0,0.0792,387.8,1.0,2.0,2.0,2024.0,11.0,20.0,18.0
133.2,58.81,17.6,0.0,0.0,0.0,5.462,3480.0,206.8,52.6,1198.0,11.1855,6.486,26.0,22.0,2.6,22.5,0.1668,0.0,6.399000000000001,30.45,27.82,29.320000000000004,55.91,0.1639999999999999,586.7,1.0,2.0,2.0,2024.0,11.0,20.0,18.0
161.2,55.6,15.0,1.0,0.605,68.0,5.8,3600.0,73.0,45.0,690.0,8.89,6.7,5.0,23.0,3.0,10.0,0.091,70.0280112044818,6.29,35.1,23.1,24.2,75.7,0.304,274.0,1.0,1.0,1.0,2024.0,11.0,20.0,29.0
161.3,53.44000000000001,14.1,3.0,0.409,68.0,5.427,3650.0,332.6,50.7,652.0,12.211000000000002,6.840000000000001,7.2,17.7,2.7,17.95,0.0958999999999999,66.84491978609626,6.330000000000001,36.38,26.590000000000003,26.32,64.83000000000001,0.0852,261.6,1.0,1.0,1.0,2024.0,11.0,20.0,29.0
107.0,52.84,11.7,0.0,0.0,0.0,5.736999999999999,3550.0,190.6,45.2,2104.6,10.559,6.769999999999999,77.0,48.2,13.9,102.45,0.7082999999999999,0.0,6.318,30.64,28.21,29.919999999999995,56.5,0.2375999999999999,766.0,1.0,1.0,1.0,2024.0,11.0,20.0,29.0
167.4,56.6,15.0,0.0,0.0,0.0,5.8,3200.0,67.0,45.0,460.0,8.01,6.4,18.0,33.0,2.0,6.0,0.131,0.0,6.18,47.5,23.9,24.7,77.2,0.25,248.0,2.0,1.0,2.0,2024.0,11.0,20.0,25.0
151.2,57.790000000000006,9.1,0.0,0.0,0.0,5.64,3315.0,93.4,40.0,374.0,8.370999999999999,6.13,19.8,27.15,2.7,14.8,0.1416,0.0,6.372999999999999,29.62,23.98,25.36,71.47,0.1608,257.2,2.0,1.0,2.0,2024.0,11.0,20.0,25.0
194.8,56.64,15.9,2.0,0.299,65.1,5.449999999999999,3265.0,157.4,49.05,359.0,8.490499999999999,6.235000000000001,33.4,22.2,3.0,17.7,0.2779,6.5253374076903485,6.324,20.46,24.340000000000003,25.4,69.33000000000001,0.0802,322.9,2.0,1.0,2.0,2024.0,11.0,20.0,25.0
158.15,57.98,24.5,2.0,0.523,80.2,5.44,3170.0,170.2,39.4,563.0,8.986999999999998,6.75,14.7,29.55,2.1,36.0,0.1757,79.5772854596384,6.743,39.75000000000001,25.08,25.6,66.53999999999999,0.1308,277.5,2.0,0.0,0.0,2024.0,11.0,20.0,19.0
158.95,57.44,24.7,3.0,0.485,70.3,5.44,3120.0,210.8,38.7,612.0,9.846,6.69,14.9,69.65,2.8,44.8,0.2846999999999999,74.8026483320601,6.517999999999999,40.970000000000006,25.47,25.95,63.75,0.1424,256.5,2.0,0.0,0.0,2024.0,11.0,20.0,19.0
108.25,48.8,7.0,1.0,0.045,60.7,5.6,3000.0,140.0,48.0,430.0,8.34,7.3,1.0,35.0,1.0,10.0,0.091,65.25337407690348,6.32,31.6,23.9,24.6,78.2,0.331,263.0,2.0,0.0,0.0,2024.0,11.0,20.0,19.0
148.8,54.84,19.3,3.0,0.584,78.9,5.398,3300.0,304.0,54.8,582.2,10.407,6.557,76.0,52.5,7.8,88.0,0.5575000000000001,73.21110262286733,6.492,29.379999999999995,25.59,25.56,69.98,0.132,181.3,0.0,1.0,0.0,2024.0,11.0,20.0,2.0
130.5,47.43,21.0,3.0,0.284,60.1,5.461,3450.0,281.0,51.0,893.0,10.654,6.95,41.1,54.1,6.8,64.25,0.4118,57.29564553093965,6.401000000000001,28.47000000000001,24.309999999999995,25.15,72.52000000000001,0.1331,427.9,0.0,1.0,0.0,2024.0,11.0,20.0,2.0
139.9,48.79,22.7,0.0,0.0,0.0,5.465,3420.0,355.0,51.2,317.2,10.553,7.1,20.6,16.0,4.0,32.55,0.0962,0.0,6.605,37.58,23.37,24.42,74.35,0.1304,397.7,0.0,1.0,0.0,2024.0,11.0,20.0,2.0
193.15,56.27,24.7,8.0,1.316,70.0,5.502,3210.0,138.2,55.4,339.4,9.991499999999998,6.426,29.8,14.3,2.25,23.2,0.0751,70.0280112044818,6.412999999999999,34.42,23.200000000000003,23.32,76.39,0.0738,271.3,0.0,1.0,1.0,2024.0,11.0,20.0,6.0
182.35,56.760000000000005,24.3,5.0,0.635,72.0,5.4495000000000005,3210.0,149.9,53.0,417.0,9.546499999999998,6.44,16.0,13.1,1.4,25.1,0.0869,65.25337407690348,6.681,35.85,23.81,23.81,76.8,0.0822,203.1,0.0,1.0,1.0,2024.0,11.0,20.0,6.0
180.25,58.6,16.0,4.0,0.602,69.0,5.8,3200.0,65.0,46.0,650.0,8.44,5.6,50.0,40.0,2.0,20.0,0.226,68.43646549528903,6.4,49.2,23.1,24.1,79.1,0.122,280.0,0.0,1.0,1.0,2024.0,11.0,20.0,6.0
122.1,57.92,13.9,4.0,0.553,69.5,5.27,3350.0,366.5,43.6,380.0,10.284,6.603999999999999,21.1,20.4,2.2,20.5,0.1706,66.84491978609626,6.36,42.220000000000006,23.77,24.36,77.50999999999999,0.1392,180.3,1.0,2.0,1.0,2024.0,11.0,20.0,17.0
158.7,53.370000000000005,20.2,4.0,0.617,72.5,5.460499999999999,3570.0,241.6,47.3,437.0,10.5965,6.910999999999999,70.4,36.7,7.6,83.55,0.5609999999999999,66.84491978609626,6.566,34.099999999999994,24.0,24.65,67.32000000000001,0.1519999999999999,249.9,1.0,2.0,1.0,2024.0,11.0,20.0,17.0
131.4,54.8,11.0,6.0,1.007,68.5,5.6,3300.0,250.0,37.0,520.0,9.52,6.5,18.0,34.0,3.0,12.0,0.095,68.43646549528903,6.26,50.7,23.1,23.8,79.1,0.227,273.0,1.0,2.0,1.0,2024.0,11.0,20.0,17.0
187.7,50.6,14.0,5.0,0.55,73.0,5.5,3300.0,100.0,47.0,790.0,8.56,7.0,11.0,7.0,1.0,13.0,0.059,68.43646549528903,9.0,37.2,23.1,24.0,77.1,0.243,246.0,1.0,1.0,0.0,2024.0,11.0,20.0,11.0
187.0,55.11999999999999,17.4,3.0,0.631,82.0,5.485000000000001,3150.0,279.0,47.9,1464.0,10.41,6.890000000000001,12.05,13.0,1.8,17.9,0.1084,71.61955691367456,6.955,33.77,23.46,23.87,77.19000000000001,0.1830999999999999,260.4,1.0,1.0,0.0,2024.0,11.0,20.0,11.0
187.4,52.98,15.3,3.0,0.373,63.5,5.5795,3260.0,283.0,43.75,983.0,10.311000000000003,6.8,15.05,26.5,2.6,15.8,0.207,65.25337407690348,6.7780000000000005,37.760000000000005,23.49,23.89,76.76,0.166,261.0,1.0,1.0,0.0,2024.0,11.0,20.0,11.0
134.1,57.8,12.0,2.0,0.417,66.0,5.7,3600.0,120.0,57.0,380.0,9.73,7.1,7.0,18.0,2.0,10.0,0.075,74.8026483320601,6.34,45.7,23.1,24.1,76.3,0.133,236.0,0.0,2.0,1.0,2024.0,11.0,20.0,8.0
100.7,47.290000000000006,10.0,4.0,0.721,63.3,5.677000000000001,3420.0,382.0,47.3,1238.0,10.942,6.8,36.35,61.4,6.1,106.9,1.9676999999999976,84.3519225872167,6.431,29.37,25.31,26.44,65.2,0.3858,305.1,0.0,2.0,1.0,2024.0,11.0,20.0,8.0
151.3,56.330000000000005,20.9,1.0,0.123,69.5,5.433000000000001,3100.0,598.0,52.9,451.0,11.1815,6.922,9.4,17.1,2.2,12.5,0.0809,62.070282658517954,6.803,37.14999999999999,23.36,24.33,72.91,0.1245999999999999,350.2,0.0,2.0,1.0,2024.0,11.0,20.0,8.0
157.75,52.81,17.3,0.0,0.0,0.0,5.767500000000001,3200.0,193.8,46.2,745.0,10.07,6.862,23.0,20.0,3.5,24.6,0.1281,0.0,6.53,36.9,23.1,24.6,73.5,0.044,127.0,0.0,2.0,2.0,2024.0,11.0,20.0,9.0
178.2,56.040000000000006,17.3,3.0,0.396,76.3,5.5175,3650.0,127.0,45.2,1400.0,11.2705,7.141,63.35,41.0,4.067,25.3,0.4695,65.25337407690348,6.692,22.84,25.9,26.07,66.85,0.1,304.0,0.0,2.0,2.0,2024.0,11.0,20.0,9.0
153.75,57.81999999999999,16.5,0.0,0.0,0.0,5.7685,3180.0,166.4,48.0,765.0,10.3915,6.863,21.8,22.2,3.2670000000000003,27.9,0.1563,0.0,6.390000000000001,36.97,26.62,26.68,65.94000000000001,0.0885,365.1,0.0,2.0,2.0,2024.0,11.0,20.0,9.0
89.2,51.99999999999999,12.1,3.0,0.335,72.0,5.524500000000001,3300.0,608.0,67.6,234.8,10.924,6.710000000000001,25.7,60.3,4.7,21.4,0.2496,60.47873694932519,6.27,45.6,23.5,24.8,75.3,0.123,160.0,1.0,0.0,1.0,2024.0,11.0,20.0,13.0
85.0,58.96,9.9,2.0,0.273,65.3,5.4545,3610.0,300.5,68.0,921.0,11.372,6.49,19.05,37.15,4.0,24.5,0.1716,65.25337407690348,6.274,21.07,27.35,27.34,63.10000000000001,0.1814,459.8,1.0,0.0,1.0,2024.0,11.0,20.0,13.0
179.4,58.34,12.6,0.0,0.0,0.0,5.4325,3410.0,267.5,49.85,998.5,10.8695,6.410000000000001,63.4,61.85,5.8,26.533000000000005,0.5398999999999999,0.0,6.49,18.48,26.81,27.349999999999994,64.69,0.0761,335.0,1.0,0.0,1.0,2024.0,11.0,20.0,13.0
140.9,57.53,18.0,1.0,0.164,78.1,5.639,3665.0,190.6,48.8,1435.0,11.4265,7.298,117.2,77.8,34.75,163.2,0.9929,68.43646549528903,6.476000000000001,14.15,26.54,26.28,68.00000000000001,0.2413,490.0,2.0,2.0,1.0,2024.0,11.0,20.0,26.0
188.1,57.46,18.3,0.0,0.0,0.0,5.582,3435.0,159.0,48.95,710.0,11.101499999999998,7.081999999999999,12.9,33.45,2.9,11.9,0.0493,0.0,6.817,34.11,24.370000000000005,25.42,71.34,0.32,205.5,2.0,2.0,1.0,2024.0,11.0,20.0,26.0
148.3,57.760000000000005,16.1,1.0,0.105,62.0,5.588,3485.0,173.0,51.45,624.0,11.643,7.011999999999999,13.7,28.8,3.0,12.5,0.0611,62.070282658517954,6.47,34.2,23.5,24.8,76.2,0.399,190.0,2.0,2.0,1.0,2024.0,11.0,20.0,26.0
143.4,58.04,21.9,5.0,0.67,70.0,5.529999999999999,3520.0,140.1,48.9,357.9,10.505,6.853,16.9,29.2,2.6,15.1,0.1091,65.25337407690348,6.368,31.5,24.280000000000005,25.31,68.74,0.1831999999999999,179.2,1.0,1.0,2.0,2024.0,11.0,20.0,16.0
148.0,51.64,14.3,2.0,0.238,62.0,5.6155,3240.0,124.45,40.7,1799.0,10.34,6.732000000000001,17.5,24.0,2.5,26.4,0.082,62.070282658517954,6.394,27.99,25.469999999999995,26.419999999999995,66.05999999999999,0.1934999999999999,686.2,1.0,1.0,2.0,2024.0,11.0,20.0,16.0
165.7,58.05,20.4,2.0,0.226,65.0,5.48,3500.0,124.0,46.8,357.9,10.239999999999998,6.935,18.9,32.9,2.8,26.5,0.1047,63.66182836771072,6.32,28.1,23.2,24.7,75.0,0.33,150.0,1.0,1.0,2.0,2024.0,11.0,20.0,16.0
181.6,57.32000000000001,20.7,2.0,0.321,67.0,5.339999999999999,3030.0,448.0,41.45,173.0,9.0,6.69,5.0,18.7,1.5,9.6,0.0508,63.66182836771072,6.435,39.63,23.95,24.21,77.69,0.065,150.8,1.0,0.0,0.0,2024.0,11.0,20.0,10.0
142.3,55.0,10.9,1.0,0.226,73.1,5.4830000000000005,3080.0,342.0,43.25,1163.0,9.354,6.255,19.05,106.9,10.2,54.8,0.5465000000000001,7.48026483320601,6.654999999999999,31.96,26.440000000000005,27.84,59.93000000000001,0.129,269.0,1.0,0.0,0.0,2024.0,11.0,20.0,10.0
172.7,55.64,18.1,1.0,0.114,69.0,5.382499999999999,3100.0,477.0,45.15,560.0,9.847,6.805,24.1,25.3,3.4,16.9,0.1597,60.47873694932519,6.48,33.3,23.1,24.3,77.4,0.032,157.0,1.0,0.0,0.0,2024.0,11.0,20.0,10.0
181.1,57.58,20.0,0.0,0.0,0.0,5.516500000000001,3380.0,232.7,51.8,1063.0,10.3775,6.976000000000001,40.3,52.55,3.9,23.4,0.3243,0.0,6.44,27.860000000000003,26.4,26.570000000000004,65.38000000000001,0.1384,193.4,2.0,0.0,1.0,2024.0,11.0,20.0,22.0
136.0,58.56999999999999,18.0,1.0,0.157,68.1,5.4915,3180.0,258.0,48.8,902.0,10.159,6.997,42.4,58.55,4.8,24.5,0.3560999999999999,68.43646549528903,6.293999999999999,28.130000000000003,26.41,26.770000000000003,65.27,0.1115,165.6,2.0,0.0,1.0,2024.0,11.0,20.0,22.0
171.9,56.46,21.2,0.0,0.0,0.0,5.5815,3470.0,239.5,50.5,1327.0,10.014,6.962999999999999,35.8,72.95,4.4,38.9,0.3183,0.0,6.45,43.6,23.1,23.8,78.1,0.217,252.0,2.0,0.0,1.0,2024.0,11.0,20.0,22.0
206.2,57.11,20.7,0.0,0.0,0.0,5.406499999999999,3320.0,321.0,46.2,665.0,9.724,7.044000000000001,33.8,35.4,6.75,19.1,0.2125999999999999,0.0,6.46,27.1,23.5,23.8,76.7,0.041,267.0,1.0,2.0,0.0,2024.0,11.0,20.0,12.0
178.5,59.260000000000005,19.8,2.0,0.26,69.0,5.4395,3150.0,376.7,43.0,400.0,10.96,6.749,20.3,15.9,3.5,29.3,0.1296,60.47873694932519,6.392000000000001,33.39,25.110000000000007,25.54,67.16999999999999,0.1319,233.8,1.0,2.0,0.0,2024.0,11.0,20.0,12.0
121.6,59.88,21.5,5.0,0.798,76.0,5.433,3070.0,397.2,47.2,338.0,10.831,6.539,9.6,9.2,1.7,27.5,0.0728,65.25337407690348,6.379999999999998,38.62,25.01,26.1,68.12,0.0771,203.4,1.0,2.0,0.0,2024.0,11.0,20.0,12.0
77.25,50.09,17.8,3.0,0.617,74.9,5.800000000000001,3030.0,512.25,39.0,502.9,11.322,6.583,44.4,49.4,4.5,49.3,0.6701,70.0280112044818,6.56,20.6,24.3,23.7,78.6,0.019,160.0,0.0,0.0,0.0,2024.0,11.0,20.0,28.0
207.2,54.44000000000001,22.8,0.0,0.0,0.0,5.446,3260.0,146.0,48.3,329.9,9.566,6.993,12.6,27.5,2.8,12.7,0.126,0.0,6.467999999999999,31.35,24.42,25.62,65.83,0.1867,224.0,0.0,0.0,0.0,2024.0,11.0,20.0,28.0
112.2,53.260000000000005,22.9,3.0,0.298,69.3,5.438,3240.0,148.0,46.0,289.9,9.549,6.985000000000001,11.3,20.8,1.8,16.1,0.1189,55.70409982174688,6.993,31.93,23.85,24.76,70.44,0.1884999999999999,244.8,0.0,0.0,0.0,2024.0,11.0,20.0,28.0
165.0,56.86,28.7,5.0,0.948,75.9,5.524500000000001,3180.0,200.1,47.55,531.7,11.472,7.369999999999999,36.8,62.0,6.2,34.0,0.3944,70.0280112044818,6.54,29.8,23.9,23.6,78.7,0.029,157.0,0.0,0.0,0.0,2024.0,11.0,20.0,1.0
165.8,57.260000000000005,24.0,2.0,0.304,66.0,5.509,3170.0,193.0,54.35,221.4,11.248,6.94,23.2,32.0,2.15,29.9,0.2001,66.84491978609626,6.386000000000001,33.45,24.43,24.98,69.19000000000001,0.12,210.8,0.0,0.0,0.0,2024.0,11.0,20.0,1.0
156.7,53.39000000000001,14.9,3.0,0.373,58.0,5.5920000000000005,3350.0,167.9,46.85,504.0,10.309,6.5,24.8,27.8,2.65,37.35,0.2065999999999999,54.11255411255412,6.449,33.84,26.57,27.160000000000004,63.04999999999999,0.1222,303.0,0.0,0.0,0.0,2024.0,11.0,20.0,1.0
195.1,58.89,19.1,1.0,0.096,68.5,5.5435,3790.0,108.8,49.55,804.0,9.626,6.506,76.6,82.9,7.2,114.75,0.5336,57.29564553093965,6.45,21.9,24.3,23.4,77.3,0.033,139.0,1.0,0.0,2.0,2024.0,11.0,20.0,14.0
161.5,54.42999999999999,19.4,1.0,0.211,72.0,5.606,3460.0,182.4,41.55,971.0,11.13,6.401999999999999,23.2,60.85,3.5,49.7,0.2348999999999999,77.98573975044563,6.486999999999999,28.28,23.830000000000005,24.550000000000004,74.81,0.1359,188.7,1.0,0.0,2.0,2024.0,11.0,20.0,14.0
197.9,55.54999999999999,16.5,5.0,0.649,63.0,5.5795,3400.0,151.2,44.0,583.2,10.719,7.339999999999999,13.9,32.6,2.2,34.1,0.1669,6.684491978609626,6.632,31.940000000000005,24.160000000000004,24.690000000000005,70.44,0.102,233.7,1.0,0.0,2.0,2024.0,11.0,20.0,14.0
154.7,53.8,12.2,0.0,0.0,0.0,5.520999999999999,3255.0,129.9,44.5,945.1,10.7795,6.622,10.7,5.45,1.6,30.1,0.079,0.0,6.252000000000001,38.02,28.279999999999998,29.59,56.44,0.0789,647.8,0.0,0.0,2.0,2024.0,11.0,20.0,5.0
128.4,54.8,15.0,1.0,0.175,71.5,5.48,3455.0,174.5,46.8,935.0,10.368,6.772,10.2,10.45,1.6,27.35,0.1002,73.21110262286733,6.202,30.96,28.76,30.880000000000003,57.21,0.1105999999999999,604.6,0.0,0.0,2.0,2024.0,11.0,20.0,5.0
134.9,53.46,16.7,1.0,0.149,66.5,5.4605,3425.0,109.6,45.7,789.0,10.0465,6.866,13.95,9.3,1.5,30.05,0.1105,66.84491978609626,6.01,23.2,24.3,23.4,80.1,0.033,146.0,0.0,0.0,2.0,2024.0,11.0,20.0,5.0
147.2,55.21,9.4,4.0,0.484,66.0,5.299999999999999,3630.0,588.0,69.2,1579.6,12.921,6.5200000000000005,73.75,86.2,6.8,80.5,0.7708999999999999,65.25337407690348,6.413000000000001,32.669999999999995,26.02,27.2,62.4,0.1559,234.1,2.0,2.0,2.0,2024.0,11.0,20.0,30.0
143.1,53.23,6.7,3.0,0.353,65.0,5.36,3300.0,443.2,51.9,1059.6,12.303,6.380999999999999,63.1,53.9,6.8,82.0,0.5315,57.29564553093965,6.396,32.77,26.75,27.39,59.91,0.09,259.4,2.0,2.0,2.0,2024.0,11.0,20.0,30.0
154.9,55.11999999999999,11.2,0.0,0.0,0.0,5.458000000000001,3360.0,161.9,43.7,939.0,10.658,6.712999999999999,22.7,24.7,3.3,48.1,0.1607,0.0,6.52,29.9,23.9,23.5,78.5,0.018,160.0,2.0,2.0,2.0,2024.0,11.0,20.0,30.0
183.9,57.05,14.9,0.0,0.0,0.0,5.55,3085.0,152.8,40.0,294.4,9.519,6.711,10.1,17.65,1.3,18.6,0.1347,0.0,6.339,30.25,24.140000000000004,24.06,76.57000000000002,0.1588,177.1,0.0,2.0,0.0,2024.0,11.0,20.0,3.0
183.9,57.05,14.9,0.0,0.0,0.0,5.55,3085.0,152.8,40.0,294.4,9.519,6.711,10.1,17.65,1.3,18.6,0.1347,0.0,6.339,30.25,24.140000000000004,24.06,76.57000000000002,0.1588,177.1,0.0,2.0,0.0,2024.0,11.0,20.0,3.0
183.9,52.19,13.0,1.0,0.131,68.5,5.658,3070.0,113.55,40.4,640.4,9.1185,6.746,9.2,42.4,3.9,20.85,0.1903999999999999,63.66182836771072,6.35,26.4,24.3,23.7,77.7,0.028,183.0,0.0,2.0,0.0,2024.0,11.0,20.0,3.0
79.7,49.14999999999999,8.0,0.0,0.0,0.0,5.473999999999999,3480.0,369.0,51.05,735.0,11.733,6.516,43.3,107.4,5.4,64.15,0.4016,0.0,6.344,20.69,28.23,29.31,53.470000000000006,0.1483,287.0,0.0,1.0,2.0,2024.0,11.0,20.0,7.0
138.3,53.14,17.6,1.0,0.143,61.0,5.3020000000000005,3190.0,451.7,50.4,270.0,10.948,6.478,25.5,16.5,2.2,25.1,0.1426,70.0280112044818,6.456,34.260000000000005,25.71,26.360000000000003,65.7,0.1113,390.7,0.0,1.0,2.0,2024.0,11.0,20.0,7.0
170.4,51.290000000000006,16.6,0.0,0.0,0.0,5.337999999999999,3260.0,422.2,51.25,295.0,10.816,6.525999999999999,29.9,46.6,2.4,32.0,0.1608,0.0,6.58,31.9,23.9,23.8,78.0,0.08,270.0,0.0,1.0,2.0,2024.0,11.0,20.0,7.0
127.55,53.32000000000001,12.4,0.0,0.0,0.0,5.461,3230.0,152.9,52.8,901.0,10.788,6.83,75.85,75.9,7.85,84.3,0.8181999999999998,0.0,6.866,22.15,25.27,26.39,63.73,0.2307,367.6,2.0,2.0,0.0,2024.0,11.0,20.0,21.0
191.5,58.760000000000005,17.8,2.0,0.232,61.3,5.383999999999999,3110.0,171.5,52.2,303.0,9.3295,6.859999999999999,10.25,13.5,1.5,17.25,0.1026999999999999,60.47873694932519,6.597,36.32000000000001,24.61,25.85,66.82,0.1568,230.9,2.0,2.0,0.0,2024.0,11.0,20.0,21.0
127.55,53.32000000000001,12.4,0.0,0.0,0.0,5.461,3230.0,152.9,52.8,901.0,10.788,6.83,75.85,75.9,7.85,84.3,0.8181999999999998,0.0,6.866,22.15,25.27,26.39,63.73,0.2307,367.6,2.0,2.0,0.0,2024.0,11.0,20.0,21.0
146.0,56.98,16.5,2.0,0.353,68.0,5.6,3285.0,138.5,53.9,503.1,10.573,6.640000000000001,39.15,19.6,3.5,39.9,0.2921999999999999,71.61955691367456,6.35,28.5,23.9,23.2,80.0,0.045,153.0,2.0,0.0,2.0,2024.0,11.0,20.0,23.0
150.65,56.71,16.9,2.0,0.258,62.0,5.425,3410.0,183.5,52.0,498.5,10.243999999999998,6.890000000000001,17.6,24.1,3.0,14.7,0.1801,65.25337407690348,6.526000000000001,34.06,27.72000000000001,28.4,59.28,0.2008,605.2,2.0,0.0,2.0,2024.0,11.0,20.0,23.0
185.4,58.66,23.7,3.0,0.526,74.3,5.344999999999999,3400.0,217.5,50.0,450.5,10.883,6.3,23.6,20.8,3.1,22.3,0.2767,68.43646549528903,6.3740000000000006,36.150000000000006,23.950000000000003,24.42,76.07000000000001,0.1884999999999999,318.1,2.0,0.0,2.0,2024.0,11.0,20.0,23.0
183.5,56.220000000000006,16.9,0.0,0.0,0.0,5.4675,3230.0,116.5,48.05,440.1,8.81,6.328,13.5,20.15,1.75,37.3,0.0861,0.0,6.29,29.6,23.9,23.3,78.9,0.038,171.0,2.0,1.0,0.0,2024.0,11.0,20.0,20.0
168.2,57.66,16.6,4.0,0.517,66.9,5.5200000000000005,3230.0,90.9,48.8,1175.1,9.452000000000002,6.428,17.15,26.55,2.2,36.4,0.1299999999999999,63.66182836771072,6.523000000000001,24.610000000000003,24.58,26.01,66.09,0.0724,207.7,2.0,1.0,0.0,2024.0,11.0,20.0,20.0
168.2,57.82000000000001,16.6,4.0,0.558,66.8,5.5075,3170.0,92.9,46.0,646.2,9.456,6.428,19.55,22.7,2.2,36.4,0.1181,63.66182836771072,6.45,26.23,24.5,25.75,66.09,0.0785,206.2,2.0,1.0,0.0,2024.0,11.0,20.0,20.0
172.9,53.8,21.0,3.0,0.509,72.5,5.412,3140.0,167.2,42.9,1352.0,10.784,6.712000000000001,19.25,32.2,5.4,50.4,0.3338,74.8026483320601,6.36,29.1,23.9,23.3,80.0,0.023,169.0,1.0,2.0,2.0,2024.0,11.0,20.0,18.0
136.7,58.95,17.8,1.0,0.098,61.0,5.433999999999999,3455.0,381.9,59.6,1616.0,11.5805,6.593999999999999,27.0,20.4,2.4,18.9,0.1437,57.29564553093965,6.729000000000001,28.58,25.97,26.48,66.13,0.1649,431.7,1.0,2.0,2.0,2024.0,11.0,20.0,18.0
133.2,58.81,17.6,0.0,0.0,0.0,5.462,3480.0,206.8,52.6,1198.0,11.1855,6.486,26.0,22.0,2.6,22.5,0.1668,0.0,6.399000000000001,30.45,27.82,29.320000000000004,55.91,0.1639999999999999,586.7,1.0,2.0,2.0,2024.0,11.0,20.0,18.0
108.3,53.50999999999999,15.4,4.0,0.344,63.8,5.587,3400.0,302.3,43.1,977.0,10.9705,6.746,18.8,11.9,2.5,40.7,0.1394,57.29564553093965,6.362,27.43,26.7,28.12,60.86999999999999,0.1915,642.5,0.0,1.0,1.0,2024.0,11.0,20.0,6.0
154.15,53.88,18.9,2.0,0.175,54.9,5.507,3460.0,258.0,46.0,1562.0,10.946500000000002,6.666,21.0,29.55,3.0,48.4,0.3024999999999999,55.70409982174688,6.389,28.08,25.72000000000001,26.190000000000005,66.22,0.213,400.0,0.0,1.0,1.0,2024.0,11.0,20.0,6.0
184.75,56.41,22.6,2.0,0.277,71.3,5.414999999999999,3400.0,225.8,49.3,655.0,9.986,6.44,14.7,12.5,1.8,21.2,0.0844999999999999,66.84491978609626,7.18,28.1,24.3,23.3,75.7,0.054,167.0,0.0,1.0,1.0,2024.0,11.0,20.0,6.0
119.2,56.14,20.8,2.0,0.483,66.0,5.29,3640.0,418.0,48.0,407.0,11.653,6.747999999999999,12.3,16.4,2.0,25.2,0.1314,79.5772854596384,7.779000000000001,37.89,25.24,25.25,66.06,0.1104,216.8,1.0,2.0,1.0,2024.0,11.0,20.0,17.0
158.8,53.14,22.8,0.0,0.0,0.0,5.4735,3770.0,155.2,42.9,571.0,9.972,6.685,46.35,28.9,3.2,72.55,0.2627,0.0,6.953999999999999,35.29,24.110000000000003,25.35,67.4,0.1729,245.6,1.0,2.0,1.0,2024.0,11.0,20.0,17.0
129.0,53.91,22.3,1.0,0.286,85.0,5.369999999999999,3690.0,247.6,48.9,603.0,10.711000000000002,6.827,68.05,31.7,3.1,70.0,0.4204,82.76037687802393,7.724000000000001,35.37,23.95,25.18,67.14000000000001,0.136,230.3,1.0,2.0,1.0,2024.0,11.0,20.0,17.0
