Fecha,Planta,Tratamiento,Altura planta (cm),Diametro tallo (mm),Clorofila (SPAD),Numero flores ,Numero frutos,Numero frutos cosechados ,Peso frutos cosechados (Kg),Perímetro (mm),Tamanno altura (mm),Frutos de 2da,pH_savia,K_savia (ppm),Ca_savia (ppm),Na_savia (ppm),NO3_savia (ppm),Conductividad_savia (mS/cm),Fosforo_savia (ppm),pH_suelo_Horiba,K_suelo_Horiba (ppm),Ca_suelo_Horiba (ppm),Na_suelo_Horiba (ppm),NO3_suelo_Horiba (ppm),Conductividad_suelo_Horiba (mS/cm),Fosforo_suelo_Hanna (ppm),Tamanno cintura (mm),7in1_Nitrogen[mg/kg],7in1_Phosphorus[mg/kg],7in1_Potasium[mg/kg],7in1_Ph[pH],7in1_Moisture[%RH],7in1_S_Temperature[C],7in1_Conductivity[uS/cm],Pynamometer_Radiation[W/m^2],Air_sensor_Temperature[C],Air_sensor_Humidity[%RH],RGB_capture,Tapo_capture,Parrot_capture,Tratamiento iniciado,7in1_Conductivity[mS/cm],Pynamometer_Radiation[W/m2],Cultivo,Laboratorio,Posicion_x,Posicion_y,x,y
2024-10-16,168,T15_N1P1K1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,15.6,1.0,15.6
2024-10-16,169,T24_N2P1K1,,,,,,2.0,0.258,195.0,60.3,0.0,,,,,,,,,,,,,,,62.070282658517954,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,16.8,1.0,16.8
2024-10-16,170,T24_N2P1K1,,,,,,1.0,0.164,210.0,70.2,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,16.8,1.5,16.8
2024-10-16,171,T24_N2P1K1,,,57.9,28.0,4.0,3.0,0.561,220.0,70.1,0.0,5.4,3600.0,170.0,51.0,910.0,10.77,,7.0,24.0,28.0,2.0,14.0,0.194,,70.0280112044818,,,,7.52,23.6,22.6,89.0,28.7,24.3,66.4,1.0,1.0,5.0,Si,0.089,287.0,Tomatoes,Quindio,2.0,16.8,2.0,16.8
2024-10-16,172,T11_N1P1K0,,,,,,4.0,0.68,215.0,70.3,2.0,,,,,,,,,,,,,,,68.43646549528903,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,16.8,3.2,16.8
2024-10-16,173,T11_N1P1K0,,,,,,8.0,1.336,267.5,70.75,0.0,,,,,,,,,,,,,,,85.14769544181308,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,16.8,3.7,16.8
2024-10-16,174,T11_N1P1K0,,,51.9,18.0,2.0,4.0,0.488,175.0,65.0,0.0,5.4,3200.0,400.0,75.0,940.0,11.15,,7.2,7.0,15.0,1.0,32.0,0.081,,55.70409982174688,,,,7.45,21.5,23.4,164.0,28.6,24.0,65.3,1.0,1.0,5.0,Si,0.164,286.0,Tomatoes,Quindio,4.2,16.8,4.2,16.8
2024-10-16,175,T27_N2P2K2,,,,,,2.0,0.415,230.0,70.8,0.0,,,,,,,,,,,,,,,73.21110262286733,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,16.8,5.4,16.8
2024-10-16,176,T27_N2P2K2,,,,,,3.0,0.325,212.5,65.5,0.0,,,,,,,,,,,,,,,67.64069264069265,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,16.8,5.9,16.8
2024-10-16,177,T27_N2P2K2,,,61.5,25.0,2.0,2.0,0.33,210.0,65.5,0.0,5.4,3600.0,110.0,54.0,770.0,10.63,,5.8,4.0,34.0,2.0,8.0,0.107,,66.84491978609626,,,,7.39,25.6,23.4,59.0,31.2,23.9,67.3,1.0,1.0,5.0,Si,0.059,312.0,Tomatoes,Quindio,6.4,16.8,6.4,16.8
2024-10-16,178,T4_N0P0K1,,,,,,1.0,0.12,185.0,70.2,0.0,,,,,,,,,,,,,,,58.88719124013242,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,16.8,7.6,16.8
2024-10-16,179,T4_N0P0K1,,,,,,2.0,0.408,230.0,70.5,0.0,,,,,,,,,,,,,,,73.21110262286733,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,16.8,8.1,16.8
2024-10-16,180,T4_N0P0K1,,,56.6,24.0,6.0,3.0,0.546,210.0,65.5,0.0,5.5,3800.0,260.0,59.0,470.0,11.84,,7.0,20.0,11.0,3.0,15.0,0.118,,66.84491978609626,,,,7.59,24.8,23.0,30.0,26.3,23.6,68.2,1.0,1.0,5.0,Si,0.03,263.0,Tomatoes,Quindio,8.6,16.8,8.6,16.8
2024-10-23,1,T27_N2P2K2,,,56.3,25.0,12.0,1.0,0.189,220.0,70.3,0.0,,4200.0,500.0,70.0,120.0,14.68,,6.9,24.0,20.0,2.0,33.0,0.152,,70.0280112044818,,,,6.45,37.8,22.8,154.0,17.5,24.2,79.3,1.0,1.0,5.0,Si,0.154,175.0,Tomatoes,Quindio,1.0,0.0,1.0,0.0
2024-10-23,2,T27_N2P2K2,,,,,,1.0,0.123,190.0,60.4,0.0,,,,,,,,,,,,,,,60.47873694932519,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,0.0,1.5,0.0
2024-10-23,3,T27_N2P2K2,,,,,,3.0,0.724,215.0,70.5,0.0,,,,,,,,,,,,,,,68.43646549528903,,,,,,,,,,,,,,,,,Tomate ,Quindío,2.0,0.0,2.0,0.0
2024-10-23,4,T24_N2P1K1,,,52.3,28.0,14.0,6.0,0.864,210.0,60.7,1.0,5.1,4600.0,350.0,64.0,340.0,13.78,,6.3,52.0,15.0,2.0,36.0,0.225,,66.84491978609626,,,,7.7,23.1,23.2,92.0,16.1,24.3,78.6,1.0,1.0,5.0,Si,0.092,161.0,Tomatoes,Quindio,3.2,0.0,3.2,0.0
2024-10-23,5,T24_N2P1K1,,,,,,2.0,0.223,180.0,60.4,1.0,,,,,,,,,,,,,,,57.29564553093965,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,0.0,3.7,0.0
2024-10-23,6,T24_N2P1K1,,,,,,3.0,0.575,215.0,70.0,0.0,,,,,,,,,,,,,,,68.43646549528903,,,,,,,,,,,,,,,,,Tomate ,Quindío,4.2,0.0,4.2,0.0
2024-10-23,7,T4_N0P0K1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,14.0,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,0.0,5.4,0.0
2024-10-23,8,T4_N0P0K1,,,,,,3.0,0.486,205.0,70.1,0.0,,,,,,,,,,,,,,,65.25337407690348,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,0.0,5.9,0.0
2024-10-23,9,T4_N0P0K1,,,,,,1.0,0.112,180.0,60.7,2.0,,,,,,,,,,,,,,,57.29564553093965,,,,,,,,,,,,,,,,,Tomate ,Quindío,6.4,0.0,6.4,0.0
2024-10-23,10,T15_N1P1K1,,,55.3,27.0,1.0,1.0,0.08,160.0,50.8,0.0,5.4,4300.0,34.0,57.0,550.0,11.74,,6.4,63.0,14.0,2.0,61.0,0.273,,50.92946269416858,,,,7.79,23.6,23.6,213.0,13.6,24.3,76.6,1.0,1.0,5.0,Si,0.213,136.0,Tomatoes,Quindio,7.6,0.0,7.6,0.0
2024-10-23,11,T15_N1P1K1,,,,,,2.0,0.231,175.0,60.5,0.0,,,,,,,,,,,,,,,55.70409982174688,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,0.0,8.1,0.0
2024-10-23,12,T15_N1P1K1,,,59.6,26.0,3.0,1.0,0.172,210.0,70.8,0.0,,,,,,,,6.4,16.0,9.0,1.0,22.0,0.094,,66.84491978609626,,,,7.77,44.7,23.6,184.0,14.2,24.2,76.3,1.0,1.0,5.0,Si,0.184,142.0,Tomatoes,Quindio,8.6,0.0,8.6,0.0
2024-10-23,13,T9_N0P2K2,,,,,,2.0,0.179,200.0,50.8,0.0,,,,,,,,,,,,,,,63.66182836771072,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.6,1.2,8.6,1.2
2024-10-23,14,T9_N0P2K2,,,,,,3.0,0.368,235.0,60.8,0.0,,,,,,,,,,,,,,,74.8026483320601,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,1.2,8.1,1.2
2024-10-23,15,T9_N0P2K2,,,64.5,29.0,4.0,3.0,0.615,235.0,70.5,0.0,5.3,4100.0,110.0,58.0,200.0,12.23,,7.2,85.0,21.0,9.0,110.0,0.332,,74.8026483320601,,,,8.02,24.0,23.6,126.0,14.9,24.2,78.6,1.0,1.0,5.0,Si,0.126,149.0,Tomatoes,Quindio,7.6,1.2,7.6,1.2
2024-10-23,16,T13_N1P0K1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,6.4,1.2,6.4,1.2
2024-10-23,17,T13_N1P0K1,,,,,,4.0,0.545,195.0,70.6,0.0,,,,,,,,,,,,,,,62.070282658517954,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,1.2,5.9,1.2
2024-10-23,18,T13_N1P0K1,,,63.7,26.0,8.0,1.0,0.144,220.0,70.0,0.0,5.3,4500.0,240.0,62.0,250.0,12.92,,7.6,17.0,7.0,1.0,42.0,0.082,,70.0280112044818,,,,6.62,34.2,22.8,214.0,15.4,24.1,80.1,1.0,1.0,5.0,Si,0.214,154.0,Tomatoes,Quindio,5.4,1.2,5.4,1.2
2024-10-23,19,T22_N2P0K1,,,,,,6.0,0.779,210.0,70.3,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,4.2,1.2,4.2,1.2
2024-10-23,20,T22_N2P0K1,,,,,,3.0,0.518,205.0,70.0,1.0,,,,,,,,,,,,,,,65.25337407690348,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,1.2,3.7,1.2
2024-10-23,21,T22_N2P0K1,,,56.0,22.0,2.0,3.0,0.329,170.0,60.4,0.0,5.2,4200.0,410.0,60.0,460.0,12.98,,7.4,21.0,15.0,1.0,25.0,0.121,,54.112554112554115,,,,6.16,28.4,23.2,199.0,15.9,24.1,80.3,1.0,1.0,5.0,Si,0.199,159.0,Tomatoes,Quindio,3.2,1.2,3.2,1.2
2024-10-23,22,T10_N1P0K0,,,,,,3.0,0.91,230.0,80.3,0.0,,,,,,,,,,,,,,,73.21110262286733,,,,,,,,,,,,,,,,,Tomate ,Quindío,2.0,1.2,2.0,1.2
2024-10-23,23,T10_N1P0K0,,,,,,5.0,0.777,220.0,70.0,0.0,,,,,,,,,,,,,,,70.0280112044818,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,1.2,1.5,1.2
2024-10-23,24,T10_N1P0K0,,,58.8,26.0,4.0,6.0,0.783,200.0,60.6,0.0,5.1,3900.0,440.0,48.0,310.0,12.39,,7.1,18.0,19.0,1.0,33.0,0.131,,63.66182836771072,,,,8.02,26.0,23.6,230.0,24.3,24.3,74.4,1.0,1.0,5.0,Si,0.23,243.0,Tomatoes,Quindio,1.0,1.2,1.0,1.2
2024-10-23,25,T28_BIO-N0P0K0,,,52.6,26.0,1.0,2.0,0.473,230.0,70.7,0.0,5.3,4300.0,160.0,58.0,210.0,12.01,,7.6,16.0,17.0,2.0,26.0,0.122,,73.21110262286733,,,,8.34,29.0,23.6,314.0,16.8,24.1,78.2,1.0,1.0,5.0,Si,0.314,168.0,Tomatoes,Quindio,1.0,2.4,1.0,2.4
2024-10-23,26,T28_BIO-N0P0K0,,,,,,4.0,0.753,235.0,70.8,0.0,,,,,,,,,,,,,,,74.8026483320601,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,2.4,1.5,2.4
2024-10-23,27,T28_BIO-N0P0K0,,,,,,2.0,0.35,210.0,70.3,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,2.0,2.4,2.0,2.4
2024-10-23,28,T12_N1P2K0,,,58.5,31.0,2.0,3.0,0.468,220.0,70.1,0.0,5.2,4600.0,420.0,76.0,300.0,14.44,,7.3,72.0,35.0,4.0,95.0,0.391,,70.0280112044818,,,,6.79,18.9,23.2,75.0,14.5,24.0,78.6,1.0,1.0,5.0,Si,0.075,145.0,Tomatoes,Quindio,3.2,2.4,3.2,2.4
2024-10-23,29,T12_N1P2K0,,,,,,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,2.4,3.7,2.4
2024-10-23,30,T12_N1P2K0,,,,,,3.0,0.343,205.0,60.9,0.0,,,,,,,,,,,,,,,65.25337407690348,,,,,,,,,,,,,,,,,Tomate ,Quindío,4.2,2.4,4.2,2.4
2024-10-23,31,T26_N2P2K1,,,49.1,26.0,7.0,3.0,0.421,200.0,60.9,0.0,5.1,4100.0,450.0,74.0,390.0,13.87,,7.4,33.0,9.0,3.0,42.0,0.135,,63.66182836771072,,,,8.18,39.6,23.2,175.0,14.0,24.1,79.6,1.0,1.0,5.0,Si,0.175,140.0,Tomatoes,Quindio,5.4,2.4,5.4,2.4
2024-10-23,32,T26_N2P2K1,,,,,,3.0,0.405,145.0,60.4,1.0,,,,,,,,,,,,,,,46.154825566590276,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,2.4,5.9,2.4
2024-10-23,33,T26_N2P2K1,,,,,,1.0,0.169,210.0,70.7,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,6.4,2.4,6.4,2.4
2024-10-23,34,T16_N1P1K2,,,54.8,21.0,5.0,1.0,0.244,230.0,80.3,4.0,5.1,4800.0,350.0,74.0,390.0,14.69,,7.5,29.0,16.0,3.0,41.0,0.159,,73.21110262286733,,,,7.91,35.2,23.3,303.0,16.1,24.0,78.4,1.0,1.0,5.0,Si,0.303,161.0,Tomatoes,Quindio,7.6,2.4,7.6,2.4
2024-10-23,35,T16_N1P1K2,,,,,,4.0,0.481,170.0,60.8,1.0,,,,,,,,,,,,,,,54.112554112554115,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,2.4,8.1,2.4
2024-10-23,36,T16_N1P1K2,,,,,,3.0,0.521,195.0,70.1,0.0,,,,,,,,,,,,,,,62.070282658517954,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.6,2.4,8.6,2.4
2024-10-23,37,T1_N0P0K0,,,,,,1.0,0.078,160.0,60.0,0.0,,,,,,,,,,,,,,,50.92946269416858,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.6,3.6,8.6,3.6
2024-10-23,38,T1_N0P0K0,,,,,,4.0,0.611,200.0,70.3,0.0,,,,,,,,,,,,,,,63.66182836771072,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,3.6,8.1,3.6
2024-10-23,39,T1_N0P0K0,,,46.0,32.0,0.0,2.0,0.253,180.0,70.2,0.0,5.3,4500.0,220.0,71.0,360.0,11.38,,7.6,8.0,11.0,1.0,25.0,0.071,,57.29564553093965,,,,8.02,29.6,24.0,205.0,19.9,24.3,81.0,1.0,1.0,5.0,Si,0.205,199.0,Tomatoes,Quindio,7.6,3.6,7.6,3.6
2024-10-23,40,T14_N1P0K2,,,,,,3.0,0.611,235.0,70.4,0.0,,,,,,,,,,,,,,,74.8026483320601,,,,,,,,,,,,,,,,,Tomate ,Quindío,6.4,3.6,6.4,3.6
2024-10-23,41,T14_N1P0K2,,,,,,3.0,0.473,200.0,70.6,0.0,,,,,,,,,,,,,,,63.66182836771072,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,3.6,5.9,3.6
2024-10-23,42,T14_N1P0K2,,,60.3,17.0,3.0,3.0,0.394,195.0,60.9,0.0,5.2,4400.0,280.0,74.0,580.0,10.94,,6.6,88.0,49.0,7.0,100.0,0.451,,62.070282658517954,,,,8.05,23.7,23.6,217.0,24.4,24.2,78.0,1.0,1.0,5.0,Si,0.217,244.0,Tomatoes,Quindio,5.4,3.6,5.4,3.6
2024-10-23,43,T7_N0P1K2,,,,,,0.0,0.786,235.0,60.3,0.0,,,,,,,,,,,,,,,74.8026483320601,,,,,,,,,,,,,,,,,Tomate ,Quindío,4.2,3.6,4.2,3.6
2024-10-23,44,T7_N0P1K2,,,,,,4.0,0.546,200.0,70.5,0.0,,,,,,,,,,,,,,,63.66182836771072,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,3.6,3.7,3.6
2024-10-23,45,T7_N0P1K2,,,59.9,21.0,0.0,2.0,0.331,210.0,70.3,0.0,,,,,,,,6.8,41.0,13.0,2.0,43.0,0.158,,66.84491978609626,,,,7.22,21.7,23.6,335.0,16.4,24.2,76.9,1.0,1.0,5.0,Si,0.335,164.0,Tomatoes,Quindio,3.2,3.6,3.2,3.6
2024-10-23,46,T3_N0P2K0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,2.0,3.6,2.0,3.6
2024-10-23,47,T3_N0P2K0,,,,,,7.0,0.953,190.0,80.3,1.0,,,,,,,,,,,,,,,60.47873694932519,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,3.6,1.5,3.6
2024-10-23,48,T3_N0P2K0,,,56.8,25.0,2.0,3.0,0.455,210.0,60.8,0.0,5.2,3700.0,360.0,58.0,430.0,11.66,,6.8,13.0,9.0,1.0,14.0,0.092,,66.84491978609626,,,,7.92,33.1,23.6,269.0,24.5,24.0,75.7,1.0,1.0,5.0,Si,0.269,245.0,Tomatoes,Quindio,1.0,3.6,1.0,3.6
2024-10-23,49,T23_N2P0K2,,,58.7,25.0,0.0,6.0,0.989,215.0,80.4,0.0,5.1,4200.0,450.0,63.0,480.0,14.56,,6.2,71.0,15.0,3.0,49.0,0.289,,68.43646549528903,,,,7.88,39.3,23.6,313.0,14.8,24.0,77.1,1.0,1.0,5.0,Si,0.313,148.0,Tomatoes,Quindio,1.0,4.8,1.0,4.8
2024-10-23,50,T23_N2P0K2,,,,,,7.0,0.81,210.0,70.3,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,4.8,1.5,4.8
2024-10-23,51,T23_N2P0K2,,,,,,4.0,0.674,235.0,70.9,0.0,,,,,,,,,,,,,,,74.8026483320601,,,,,,,,,,,,,,,,,Tomate ,Quindío,2.0,4.8,2.0,4.8
2024-10-23,52,T21_N2P2K0,,,61.8,26.0,7.0,1.0,0.092,170.0,60.1,1.0,5.1,4400.0,370.0,70.0,560.0,13.27,,6.6,5.0,9.0,1.0,16.0,0.053,,54.112554112554115,,,,7.94,24.3,23.6,139.0,16.4,24.1,79.1,1.0,1.0,5.0,Si,0.139,164.0,Tomatoes,Quindio,3.2,4.8,3.2,4.8
2024-10-23,53,T21_N2P2K0,,,,,,6.0,0.97,250.0,70.5,0.0,,,,,,,,,,,,,,,79.5772854596384,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,4.8,3.7,4.8
2024-10-23,54,T21_N2P2K0,,,56.0,17.0,4.0,4.0,0.518,200.0,60.9,0.0,,,,,,,,6.6,19.0,9.0,4.0,54.0,0.123,,63.66182836771072,,,,6.54,36.9,23.6,258.0,16.1,24.2,80.0,1.0,1.0,5.0,Si,0.258,161.0,Tomatoes,Quindio,4.2,4.8,4.2,4.8
2024-10-23,55,T5_N0P0K2,,,58.9,29.0,4.0,3.0,0.69,230.0,70.9,0.0,5.3,4300.0,94.0,58.0,860.0,11.54,,7.6,18.0,8.0,2.0,28.0,0.096,,73.21110262286733,,,,6.41,42.5,24.0,292.0,21.4,24.1,78.7,1.0,1.0,5.0,Si,0.292,214.0,Tomatoes,Quindio,5.4,4.8,5.4,4.8
2024-10-23,56,T5_N0P0K2,,,,,,3.0,0.371,185.0,60.4,0.0,,,,,,,,,,,,,,,58.88719124013242,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,4.8,5.9,4.8
2024-10-23,57,T5_N0P0K2,,,,,,1.0,0.211,225.0,80.0,0.0,,,,,,,,,,,,,,,71.61955691367456,,,,,,,,,,,,,,,,,Tomate ,Quindío,6.4,4.8,6.4,4.8
2024-10-23,58,T30_BIO N2P2K2,,,61.1,19.0,0.0,4.0,0.409,200.0,60.8,0.0,5.1,5200.0,300.0,76.0,330.0,14.36,,7.4,17.0,16.0,2.0,32.0,0.127,,63.66182836771072,,,,7.87,29.0,24.0,187.0,19.9,24.2,78.9,1.0,1.0,5.0,Si,0.187,199.0,Tomatoes,Quindio,7.6,4.8,7.6,4.8
2024-10-23,59,T30_BIO N2P2K2,,,,,,5.0,0.622,205.0,60.9,0.0,,,,,,,,,,,,,,,65.25337407690348,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,4.8,8.1,4.8
2024-10-23,60,T30_BIO N2P2K2,,,,,,2.0,0.274,200.0,70.0,0.0,,,,,,,,,,,,,,,63.66182836771072,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.6,4.8,8.6,4.8
2024-10-23,61,T20_N2P1K0,,,,,,3.0,0.577,215.0,60.9,0.0,,,,,,,,,,,,,,,68.43646549528903,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.6,6.0,8.6,6.0
2024-10-23,62,T20_N2P1K0,,,,,,2.0,0.2,185.0,60.4,0.0,,,,,,,,,,,,,,,58.88719124013242,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,6.0,8.1,6.0
2024-10-23,63,T20_N2P1K0,,,62.5,22.0,6.0,1.0,0.043,145.0,50.4,0.0,5.1,4100.0,410.0,70.0,240.0,11.94,,7.2,16.0,17.0,2.0,39.0,0.138,,46.154825566590276,,,,7.93,29.4,23.6,246.0,23.8,24.5,78.6,1.0,1.0,5.0,Si,0.246,238.0,Tomatoes,Quindio,7.6,6.0,7.6,6.0
2024-10-23,64,T18_N1P2K2,,,,,,2.0,0.217,195.0,60.7,0.0,,,,,,,,,,,,,,,62.070282658517954,,,,,,,,,,,,,,,,,Tomate ,Quindío,6.4,6.0,6.4,6.0
2024-10-23,65,T18_N1P2K2,,,,,,4.0,0.554,195.0,60.9,0.0,,,,,,,,,,,,,,,62.070282658517954,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,6.0,5.9,6.0
2024-10-23,66,T18_N1P2K2,,,62.5,18.0,0.0,2.0,0.153,175.0,60.7,0.0,5.3,4500.0,260.0,78.0,500.0,13.6,,6.9,12.0,4.0,1.0,24.0,0.07,,55.70409982174688,,,,7.91,41.3,23.6,226.0,21.4,24.7,81.2,1.0,1.0,5.0,Si,0.226,214.0,Tomatoes,Quindio,5.4,6.0,5.4,6.0
2024-10-23,67,T29_BIO N1P1K1,,,,,,10.0,1.543,235.0,70.1,0.0,,,,,,,,,,,,,,,74.8026483320601,,,,,,,,,,,,,,,,,Tomate ,Quindío,4.2,6.0,4.2,6.0
2024-10-23,68,T29_BIO N1P1K1,,,,,,2.0,0.401,220.0,70.3,1.0,,,,,,,,,,,,,,,70.0280112044818,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,6.0,3.7,6.0
2024-10-23,69,T29_BIO N1P1K1,,,62.5,21.0,2.0,4.0,0.407,195.0,70.3,0.0,5.1,4000.0,590.0,75.0,420.0,12.78,,6.9,13.0,10.0,2.0,19.0,0.097,,62.070282658517954,,,,7.93,40.3,23.6,195.0,21.4,24.9,75.4,1.0,1.0,5.0,Si,0.195,214.0,Tomatoes,Quindio,3.2,6.0,3.2,6.0
2024-10-23,70,T25_N2P1K2,,,,,,1.0,0.167,225.0,70.3,0.0,,,,,,,,,,,,,,,71.61955691367456,,,,,,,,,,,,,,,,,Tomate ,Quindío,2.0,6.0,2.0,6.0
2024-10-23,71,T25_N2P1K2,,,,,,3.0,0.436,195.0,60.1,1.0,,,,,,,,,,,,,,,62.070282658517954,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,6.0,1.5,6.0
2024-10-23,72,T25_N2P1K2,,,62.7,12.0,0.0,4.0,0.656,225.0,80.1,0.0,5.1,4000.0,510.0,71.0,260.0,12.94,,6.5,110.0,46.0,5.0,64.0,0.524,,71.61955691367456,,,,7.99,30.8,24.4,357.0,24.3,25.6,70.8,1.0,1.0,5.0,Si,0.357,243.0,Tomatoes,Quindio,1.0,6.0,1.0,6.0
2024-10-23,73,T19_N2P0K0,,,55.5,31.0,0.0,9.0,1.408,210.0,70.8,0.0,5.1,3700.0,400.0,61.0,240.0,12.27,,6.7,14.0,4.0,1.0,13.0,0.063,,66.84491978609626,,,,7.79,35.7,24.4,154.0,23.7,25.4,71.6,1.0,1.0,5.0,Si,0.154,237.0,Tomatoes,Quindio,1.0,7.2,1.0,7.2
2024-10-23,74,T19_N2P0K0,,,,,,6.0,0.957,225.0,70.7,0.0,,,,,,,,,,,,,,,71.61955691367456,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,7.2,1.5,7.2
2024-10-23,75,T19_N2P0K0,,,,,,11.0,1.418,225.0,70.4,0.0,,,,,,,,,,,,,,,71.61955691367456,,,,,,,,,,,,,,,,,Tomate ,Quindío,2.0,7.2,2.0,7.2
2024-10-23,76,T2_N0P1K0,,,53.9,16.0,2.0,8.0,1.393,225.0,70.9,0.0,5.2,4000.0,280.0,71.0,520.0,11.84,,6.7,6.0,1.0,1.0,15.0,0.046,,71.61955691367456,,,,7.8,40.4,23.6,140.0,24.4,25.1,76.7,1.0,1.0,5.0,Si,0.14,244.0,Tomatoes,Quindio,3.2,7.2,3.2,7.2
2024-10-23,77,T2_N0P1K0,,,,,,7.0,0.358,210.0,70.4,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,7.2,3.7,7.2
2024-10-23,78,T2_N0P1K0,,,,,,1.0,0.195,230.0,70.9,0.0,,,,,,,,,,,,,,,73.21110262286733,,,,,,,,,,,,,,,,,Tomate ,Quindío,4.2,7.2,4.2,7.2
2024-10-23,79,T6_N0P1K1,,,55.8,29.0,8.0,3.0,0.276,205.0,60.3,0.0,5.3,4200.0,310.0,68.0,520.0,11.67,,7.1,22.0,6.0,1.0,19.0,0.109,,65.25337407690348,,,,7.8,34.4,23.6,138.0,23.5,24.8,78.2,1.0,1.0,5.0,Si,0.138,235.0,Tomatoes,Quindio,5.4,7.2,5.4,7.2
2024-10-23,80,T6_N0P1K1,,,,,,5.0,0.558,225.0,60.9,0.0,,,,,,,,,,,,,,,71.61955691367456,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,7.2,5.9,7.2
2024-10-23,81,T6_N0P1K1,,,,,,5.0,0.439,220.0,70.1,0.0,,,,,,,,,,,,,,,70.0280112044818,,,,,,,,,,,,,,,,,Tomate ,Quindío,6.4,7.2,6.4,7.2
2024-10-23,82,T17_N1P2K1,,,56.9,22.0,4.0,7.0,0.953,245.0,70.3,0.0,5.1,4000.0,410.0,49.0,330.0,12.32,,6.5,71.0,28.0,6.0,74.0,0.335,,77.98573975044563,,,,8.01,31.7,24.0,198.0,23.5,24.4,78.8,1.0,1.0,5.0,Si,0.198,235.0,Tomatoes,Quindio,7.6,7.2,7.6,7.2
2024-10-23,83,T17_N1P2K1,,,,,,6.0,0.772,225.0,70.2,0.0,,,,,,,,,,,,,,,71.61955691367456,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,7.2,8.1,7.2
2024-10-23,84,T17_N1P2K1,,,,,,4.0,0.644,230.0,70.2,0.0,,,,,,,,,,,,,,,73.21110262286733,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.6,7.2,8.6,7.2
