Fecha,Planta,Tratamiento,Altura planta (cm),Diametro tallo (mm),Clorofila (SPAD),Numero flores ,Numero frutos,Numero frutos cosechados ,Peso frutos cosechados (Kg),Perímetro (mm),Tamanno altura (mm),Frutos de 2da,pH_savia,K_savia (ppm),Ca_savia (ppm),Na_savia (ppm),NO3_savia (ppm),Conductividad_savia (mS/cm),Fosforo_savia (ppm),pH_suelo_Horiba,K_suelo_Horiba (ppm),Ca_suelo_Horiba (ppm),Na_suelo_Horiba (ppm),NO3_suelo_Horiba (ppm),Conductividad_suelo_Horiba (mS/cm),Fosforo_suelo_Hanna (ppm),Tamanno cintura (mm),7in1_Nitrogen[mg/kg],7in1_Phosphorus[mg/kg],7in1_Potasium[mg/kg],7in1_Ph[pH],7in1_Moisture[%RH],7in1_S_Temperature[C],7in1_Conductivity[uS/cm],Pynamometer_Radiation[W/m^2],Air_sensor_Temperature[C],Air_sensor_Humidity[%RH],RGB_capture,Tapo_capture,Parrot_capture,Tratamiento iniciado,7in1_Conductivity[mS/cm],Pynamometer_Radiation[W/m2],Cultivo,Laboratorio,Posicion_x,Posicion_y,x,y
2024-08-06,152,T25_N2P1K2,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,18.0,37,6.45,23.4,27.5,191.0,11.3,25.8,66.0,1.0,1.0,5.0,Si,0.191,113.0,Tomatoes,Quindio,5.9,14.4,5.9,14.4
2024-08-06,155,T29_BIO N1P1K1,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,53.0,106,6.43,19.7,27.5,531.0,11.0,25.5,64.9,1.0,1.0,5.0,Si,0.531,110.0,Tomatoes,Quindio,8.1,14.4,8.1,14.4
2024-08-06,158,T2_N0P1K0,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,80.0,164,6.56,16.6,27.1,827.0,11.0,25.3,66.9,1.0,1.0,5.0,Si,0.827,110.0,Tomatoes,Quindio,8.1,15.6,8.1,15.6
2024-08-06,161,T19_N2P0K0,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,100.0,203,6.59,16.8,27.1,998.0,11.7,25.1,67.7,1.0,1.0,5.0,Si,0.998,117.0,Tomatoes,Quindio,5.9,15.6,5.9,15.6
2024-08-06,164,T8_N0P2K1,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,53.0,107,6.51,23.0,26.9,540.0,12.6,25.0,66.9,1.0,1.0,5.0,Si,0.54,126.0,Tomatoes,Quindio,3.7,15.6,3.7,15.6
2024-08-06,167,T15_N1P1K1,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,54.0,109,6.43,17.3,26.7,551.0,12.3,24.7,69.9,0.0,0.0,1.0,Si,0.551,123.0,Tomatoes,Quindio,1.5,15.6,1.5,15.6
2024-08-06,170,T24_N2P1K1,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,37.0,76,6.43,19.9,26.7,378.0,13.0,24.6,69.9,1.0,1.0,5.0,Si,0.378,130.0,Tomatoes,Quindio,1.5,16.8,1.5,16.8
2024-08-06,173,T11_N1P1K0,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,38.0,77,6.42,16.0,26.3,385.0,14.2,24.5,71.1,1.0,1.0,5.0,Si,0.385,142.0,Tomatoes,Quindio,3.7,16.8,3.7,16.8
2024-08-06,176,T27_N2P2K2,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,12.0,25,6.45,16.9,26.3,125.0,16.8,24.4,71.7,1.0,1.0,5.0,Si,0.125,168.0,Tomatoes,Quindio,5.9,16.8,5.9,16.8
2024-08-14,1,T27_N2P2K2,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,40.0,81,6.68,21.5,24.4,406.0,13.2,23.1,78.7,1.0,1.0,5.0,Si,0.406,132.0,Tomatoes,Quindio,1.0,0.0,1.0,0.0
2024-08-14,4,T24_N2P1K1,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,87.0,173,6.48,14.1,24.0,866.0,14.8,23.2,79.7,1.0,1.0,5.0,Si,0.866,148.0,Tomatoes,Quindio,3.2,0.0,3.2,0.0
2024-08-14,7,T4_N0P0K1,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,55.0,110,6.61,17.3,24.0,552.0,16.6,23.3,79.1,0.0,0.0,1.0,Si,0.552,166.0,Tomatoes,Quindio,5.4,0.0,5.4,0.0
2024-08-14,10,T15_N1P1K1,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,30.0,61,6.56,13.7,24.0,304.0,15.5,23.4,77.6,1.0,1.0,5.0,Si,0.304,155.0,Tomatoes,Quindio,7.6,0.0,7.6,0.0
2024-08-14,15,T9_N0P2K2,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,27.0,55,6.68,22.3,24.4,278.0,16.1,23.4,77.0,1.0,1.0,5.0,Si,0.278,161.0,Tomatoes,Quindio,7.6,1.2,7.6,1.2
2024-08-14,18,T13_N1P0K1,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,56.0,111,6.7,15.4,24.4,561.0,25.9,23.6,76.8,1.0,1.0,5.0,Si,0.561,259.0,Tomatoes,Quindio,5.4,1.2,5.4,1.2
2024-08-14,21,T22_N2P0K1,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,74.0,146,6.08,15.3,24.5,741.0,26.4,23.9,74.8,1.0,1.0,5.0,Si,0.741,264.0,Tomatoes,Quindio,3.2,1.2,3.2,1.2
2024-08-14,24,T10_N1P0K0,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,55.0,111,6.44,15.0,24.4,557.0,45.3,24.2,74.0,1.0,1.0,5.0,Si,0.557,453.0,Tomatoes,Quindio,1.0,1.2,1.0,1.2
2024-08-14,25,T28_BIO-N0P0K0,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,57.0,115,6.56,14.5,25.2,578.0,47.1,24.8,75.3,1.0,1.0,5.0,Si,0.578,471.0,Tomatoes,Quindio,1.0,2.4,1.0,2.4
2024-08-14,28,T12_N1P2K0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,12.0,24,6.61,10.8,25.6,119.0,59.0,25.4,68.8,1.0,1.0,5.0,Si,0.119,590.0,Tomatoes,Quindio,3.2,2.4,3.2,2.4
2024-08-14,31,T26_N2P2K1,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,55.0,110,6.56,14.9,26.0,551.0,55.9,26.0,69.1,1.0,1.0,5.0,Si,0.551,559.0,Tomatoes,Quindio,5.4,2.4,5.4,2.4
2024-08-14,34,T16_N1P1K2,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,99.0,193,6.61,16.6,27.0,982.0,61.2,26.7,66.4,1.0,1.0,5.0,Si,0.982,612.0,Tomatoes,Quindio,7.6,2.4,7.6,2.4
2024-08-14,39,T1_N0P0K0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,13.0,26,6.62,23.9,26.8,133.0,43.5,27.4,64.1,1.0,1.0,5.0,Si,0.133,435.0,Tomatoes,Quindio,7.6,3.6,7.6,3.6
2024-08-14,42,T14_N1P0K2,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,36.0,73,6.56,10.5,26.8,374.0,28.2,27.3,59.3,1.0,1.0,5.0,Si,0.374,282.0,Tomatoes,Quindio,5.4,3.6,5.4,3.6
2024-08-14,45,T7_N0P1K2,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,24.0,49,6.54,18.5,26.8,247.0,43.7,27.2,58.7,1.0,1.0,5.0,Si,0.247,437.0,Tomatoes,Quindio,3.2,3.6,3.2,3.6
2024-08-14,48,T3_N0P2K0,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,132.0,259,6.56,23.1,26.8,1336.0,46.7,27.4,63.8,1.0,1.0,5.0,Si,1.336,467.0,Tomatoes,Quindio,1.0,3.6,1.0,3.6
2024-08-14,49,T23_N2P0K2,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,57.0,115,6.48,18.3,27.2,576.0,24.7,27.2,61.8,1.0,1.0,5.0,Si,0.576,247.0,Tomatoes,Quindio,1.0,4.8,1.0,4.8
2024-08-14,52,T21_N2P2K0,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,52.0,105,6.47,17.1,27.2,528.0,28.6,27.1,60.7,1.0,1.0,5.0,Si,0.528,286.0,Tomatoes,Quindio,3.2,4.8,3.2,4.8
2024-08-14,55,T5_N0P0K2,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,55.0,110,6.41,19.9,27.2,552.0,17.6,27.0,62.0,1.0,1.0,5.0,Si,0.552,176.0,Tomatoes,Quindio,5.4,4.8,5.4,4.8
2024-08-14,58,T30_BIO N2P2K2,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,55.0,111,6.51,14.3,27.2,557.0,15.3,26.7,62.0,1.0,1.0,5.0,Si,0.557,153.0,Tomatoes,Quindio,7.6,4.8,7.6,4.8
2024-08-14,63,T20_N2P1K0,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,36.0,74,6.43,16.6,26.4,371.0,15.5,26.4,63.0,1.0,1.0,5.0,Si,0.371,155.0,Tomatoes,Quindio,7.6,6.0,7.6,6.0
2024-08-14,66,T18_N1P2K2,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,37.0,75,6.54,19.9,26.0,375.0,15.5,26.1,63.6,1.0,1.0,5.0,Si,0.375,155.0,Tomatoes,Quindio,5.4,6.0,5.4,6.0
2024-08-14,69,T29_BIO N1P1K1,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,36.0,74,6.45,18.2,25.6,371.0,17.5,26.0,65.5,1.0,1.0,5.0,Si,0.371,175.0,Tomatoes,Quindio,3.2,6.0,3.2,6.0
2024-08-14,72,T25_N2P1K2,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,77.0,154,6.43,17.0,25.6,768.0,27.0,25.9,65.7,1.0,1.0,5.0,Si,0.768,270.0,Tomatoes,Quindio,1.0,6.0,1.0,6.0
2024-08-14,73,T19_N2P0K0,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,140.0,288,6.5,26.1,25.6,1416.0,28.9,25.8,66.3,1.0,1.0,5.0,Si,1.416,289.0,Tomatoes,Quindio,1.0,7.2,1.0,7.2
2024-08-14,76,T2_N0P1K0,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,56.0,112,6.6,20.3,26.0,563.0,26.5,25.8,66.0,1.0,1.0,5.0,Si,0.563,265.0,Tomatoes,Quindio,3.2,7.2,3.2,7.2
2024-08-14,79,T6_N0P1K1,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,56.0,112,6.47,15.9,26.4,562.0,42.7,26.1,66.8,1.0,1.0,5.0,Si,0.562,427.0,Tomatoes,Quindio,5.4,7.2,5.4,7.2
2024-08-14,82,T17_N1P2K1,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,54.0,109,6.5,14.0,26.8,548.0,24.0,26.3,65.1,1.0,1.0,5.0,Si,0.548,240.0,Tomatoes,Quindio,7.6,7.2,7.6,7.2
2024-08-14,87,T11_N1P1K0,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,36.0,72,6.4,18.6,26.5,364.0,35.1,26.5,63.9,1.0,1.0,5.0,Si,0.364,351.0,Tomatoes,Quindio,7.6,8.4,7.6,8.4
2024-08-14,90,T8_N0P2K1,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,56.0,114,6.52,16.8,27.1,572.0,90.0,26.8,62.3,1.0,1.0,5.0,Si,0.572,900.0,Tomatoes,Quindio,5.4,8.4,5.4,8.4
2024-08-14,93,T9_N0P2K2,31.0,,45.7,,,,,,,,,,,,,,,6.0,31.0,,7.0,150.0,0.389,,,41.0,57.0,115,6.56,19.4,27.7,575.0,35.0,27.0,59.9,1.0,1.0,5.0,Si,0.575,350.0,Tomatoes,Quindio,3.2,8.4,3.2,8.4
2024-08-14,96,T13_N1P0K1,38.0,,44.9,,,,,,,,,,,,,,,6.0,22.0,,3.0,120.0,0.186,,,40.0,56.0,112,6.22,14.7,27.3,562.0,63.9,27.0,63.1,1.0,1.0,5.0,Si,0.562,639.0,Tomatoes,Quindio,1.0,8.4,1.0,8.4
2024-08-14,97,T26_N2P2K1,43.0,,46.6,,,,,,,,,,,,,,,6.8,7.0,,3.0,14.0,0.046,,,50.0,70.0,139,6.53,19.2,27.4,715.0,21.4,27.1,61.5,1.0,1.0,5.0,Si,0.715,214.0,Tomatoes,Quindio,1.0,9.6,1.0,9.6
2024-08-14,100,T16_N1P1K2,36.0,,44.3,,,,,,,,,,,,,,,6.9,39.0,,6.0,63.0,0.157,,,40.0,56.0,112,6.43,20.8,27.4,561.0,26.7,27.4,59.4,1.0,1.0,5.0,Si,0.561,267.0,Tomatoes,Quindio,3.2,9.6,3.2,9.6
2024-08-14,103,T10_N1P0K0,27.0,,43.6,,,,,,,,,,,,,,,6.7,50.0,,15.0,470.0,0.789,,,40.0,56.0,112,6.6,14.9,27.0,563.0,29.6,27.3,61.4,1.0,1.0,5.0,Si,0.563,296.0,Tomatoes,Quindio,5.4,9.6,5.4,9.6
2024-08-14,106,T22_N2P0K1,34.0,,46.1,,,,,,,,,,,,,,,6.9,7.0,,3.0,59.0,0.115,,,37.0,53.0,106,6.6,17.4,27.0,530.0,31.9,27.2,61.8,1.0,1.0,5.0,Si,0.53,319.0,Tomatoes,Quindio,7.6,9.6,7.6,9.6
2024-08-14,111,T12_N1P2K0,48.0,,45.7,,,,,,,,,,,,,,,7.1,4.0,,2.0,25.0,0.065,,,28.0,39.0,79,6.51,20.7,27.4,394.0,28.6,27.3,63.6,1.0,1.0,5.0,Si,0.394,286.0,Tomatoes,Quindio,7.6,10.8,7.6,10.8
2024-08-14,114,T28_BIO-N0P0K0,31.0,,46.6,,,,,,,,,,,,,,,7.0,44.0,,7.0,240.0,0.62,,,41.0,58.0,116,6.6,16.0,27.4,582.0,25.6,27.4,59.5,1.0,1.0,5.0,Si,0.582,256.0,Tomatoes,Quindio,5.4,10.8,5.4,10.8
2024-08-14,117,T1_N0P0K0,42.0,,46.3,,,,,,,,,,,,,,,7.0,23.0,,6.0,320.0,0.226,,,39.0,55.0,111,6.65,21.4,27.4,558.0,26.1,27.1,61.8,1.0,1.0,5.0,Si,0.558,261.0,Tomatoes,Quindio,3.2,10.8,3.2,10.8
2024-08-14,120,T14_N1P0K2,32.0,,44.5,,,,,,,,,,,,,,,7.3,23.0,,4.0,120.0,0.218,,,39.0,55.0,110,6.54,24.5,27.4,554.0,26.1,27.0,63.5,1.0,1.0,5.0,Si,0.554,261.0,Tomatoes,Quindio,1.0,10.8,1.0,10.8
2024-08-14,121,T5_N0P0K2,40.0,,45.1,,,,,,,,,,,,,,,6.4,14.0,,2.0,59.0,0.133,,,25.0,35.0,71,6.53,18.3,27.4,357.0,27.8,27.1,62.9,1.0,1.0,5.0,Si,0.357,278.0,Tomatoes,Quindio,1.0,12.0,1.0,12.0
2024-08-14,124,T30_BIO N2P2K2,36.5,,46.2,,,,,,,,,,,,,,,6.9,11.0,,5.0,57.0,0.058,,,41.0,57.0,115,6.49,22.8,27.0,578.0,27.1,27.1,60.9,1.0,1.0,5.0,Si,0.578,271.0,Tomatoes,Quindio,3.2,12.0,3.2,12.0
2024-08-14,127,T3_N0P2K0,33.5,,45.3,,,,,,,,,,,,,,,6.8,35.0,,6.0,210.0,0.303,,,40.0,57.0,114,6.55,21.4,27.0,571.0,28.2,26.7,59.5,0.0,0.0,2.0,Si,0.571,282.0,Tomatoes,Quindio,5.4,12.0,5.4,12.0
2024-08-14,130,T7_N0P1K2,38.0,,46.2,,,,,,,,,,,,,,,6.6,43.0,,5.0,90.0,0.404,,,40.0,55.0,109,3.94,17.8,27.4,543.0,23.5,26.8,63.6,1.0,1.0,5.0,Si,0.543,235.0,Tomatoes,Quindio,7.6,12.0,7.6,12.0
2024-08-14,135,T21_N2P2K0,42.0,,46.7,,,,,,,,,,,,,,,6.7,68.0,,14.0,590.0,0.847,,,38.0,54.0,109,6.47,15.6,27.8,547.0,32.0,27.2,58.0,1.0,1.0,5.0,Si,0.547,320.0,Tomatoes,Quindio,7.6,13.2,7.6,13.2
2024-08-14,138,T23_N2P0K2,28.0,,44.5,,,,,,,,,,,,,,,6.6,11.0,,4.0,140.0,0.304,,,28.0,40.0,79,6.42,18.3,27.4,403.0,44.0,27.2,58.0,1.0,1.0,5.0,Si,0.403,440.0,Tomatoes,Quindio,5.4,13.2,5.4,13.2
2024-08-14,141,T20_N2P1K0,40.0,,42.0,,,,,,,,,,,,,,,6.3,67.0,,18.0,400.0,0.739,,,39.0,55.0,110,6.37,15.9,27.4,551.0,32.9,27.2,58.0,1.0,1.0,5.0,Si,0.551,329.0,Tomatoes,Quindio,3.2,13.2,3.2,13.2
2024-08-14,144,T18_N1P2K2,35.0,,44.3,,,,,,,,,,,,,,,7.0,10.0,,3.0,140.0,0.352,,,38.0,54.0,108,6.48,24.0,27.8,544.0,43.5,27.1,57.8,1.0,1.0,5.0,Si,0.544,435.0,Tomatoes,Quindio,1.0,13.2,1.0,13.2
2024-08-14,145,T6_N0P1K1,34.5,,42.3,,,,,,,,,,,,,,,6.8,0.5,,2.0,21.0,0.079,,,27.0,38.0,76,6.5,26.3,27.8,386.0,83.4,27.2,59.1,1.0,1.0,5.0,Si,0.386,834.0,Tomatoes,Quindio,1.0,14.4,1.0,14.4
2024-08-14,148,T17_N1P2K1,37.0,,45.1,,,,,,,,,,,,,,,6.8,6.0,,2.0,45.0,0.103,,,39.0,54.0,110,6.56,20.7,27.8,551.0,37.4,27.3,59.0,1.0,1.0,5.0,Si,0.551,374.0,Tomatoes,Quindio,3.2,14.4,3.2,14.4
2024-08-14,151,T25_N2P1K2,35.0,,47.3,,,,,,,,,,,,,,,6.9,15.0,,3.0,88.0,0.159,,,38.0,53.0,107,6.57,22.5,28.6,538.0,78.9,27.7,61.2,1.0,1.0,5.0,Si,0.538,789.0,Tomatoes,Quindio,5.4,14.4,5.4,14.4
2024-08-14,154,T29_BIO N1P1K1,38.0,,44.1,,,,,,,,,,,,,,,6.5,27.0,,4.0,90.0,0.259,,,40.0,55.0,112,6.62,25.1,29.0,560.0,43.7,28.4,59.6,1.0,1.0,5.0,Si,0.56,437.0,Tomatoes,Quindio,7.6,14.4,7.6,14.4
2024-08-14,159,T2_N0P1K0,42.0,,44.9,,,,,,,,,,,,,,,6.4,6.0,,2.0,42.0,0.1,,,22.0,31.0,64,6.53,26.2,29.4,321.0,53.8,29.1,58.0,1.0,1.0,5.0,Si,0.321,538.0,Tomatoes,Quindio,7.6,15.6,7.6,15.6
2024-08-14,162,T19_N2P0K0,35.0,,45.8,,,,,,,,,,,,,,,6.6,5.0,,2.0,62.0,0.16,,,25.0,35.0,71,6.44,26.4,29.0,358.0,27.6,29.2,56.6,1.0,1.0,5.0,Si,0.358,276.0,Tomatoes,Quindio,5.4,15.6,5.4,15.6
2024-08-14,165,T8_N0P2K1,33.0,,46.8,,,,,,,,,,,,,,,6.6,0.5,,0.5,34.0,0.074,,,25.0,35.0,70,6.65,29.8,29.0,355.0,26.1,28.8,53.6,1.0,1.0,5.0,Si,0.355,261.0,Tomatoes,Quindio,3.2,15.6,3.2,15.6
2024-08-14,168,T15_N1P1K1,44.5,,45.4,,,,,,,,,,,,,,,6.2,6.0,,2.0,50.0,0.098,,,39.0,55.0,110,6.57,28.7,28.6,555.0,26.3,28.2,56.0,1.0,1.0,5.0,Si,0.555,263.0,Tomatoes,Quindio,1.0,15.6,1.0,15.6
2024-08-14,169,T24_N2P1K1,43.0,,45.2,,,,,,,,,,,,,,,6.8,4.0,,2.0,48.0,0.135,,,39.0,55.0,110,6.56,25.7,28.2,553.0,25.4,28.1,56.1,1.0,1.0,5.0,Si,0.553,254.0,Tomatoes,Quindio,1.0,16.8,1.0,16.8
2024-08-14,172,T11_N1P1K0,43.0,,45.7,,,,,,,,,,,,,,,7.2,9.0,,4.0,68.0,0.133,,,27.0,38.0,78,6.49,26.1,27.4,393.0,27.3,28.0,56.5,1.0,1.0,5.0,Si,0.393,273.0,Tomatoes,Quindio,3.2,16.8,3.2,16.8
2024-08-14,175,T27_N2P2K2,39.0,,43.2,,,,,,,,,,,,,,,7.5,120.0,,37.0,180.0,0.723,,,41.0,57.0,115,6.54,25.3,27.4,579.0,79.7,28.1,54.4,1.0,1.0,5.0,Si,0.579,797.0,Tomatoes,Quindio,5.4,16.8,5.4,16.8
2024-08-14,178,T4_N0P0K1,37.0,,42.2,,,,,,,,,,,,,,,7.0,14.0,,3.0,81.0,0.156,,,38.0,54.0,108,6.63,22.1,28.2,541.0,83.1,28.2,57.4,1.0,1.0,5.0,Si,0.541,831.0,Tomatoes,Quindio,7.6,16.8,7.6,16.8
2024-08-21,2,T27_N2P2K2,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,10,6.45,22.6,25.1,51.0,15.2,24.5,68.5,1.0,1.0,5.0,Si,0.051,152.0,Tomatoes,Quindio,1.5,0.0,1.5,0.0
2024-08-21,5,T24_N2P1K1,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,54.0,109,6.67,17.4,24.3,554.0,15.2,24.6,68.0,1.0,1.0,5.0,Si,0.554,152.0,Tomatoes,Quindio,3.7,0.0,3.7,0.0
2024-08-21,8,T4_N0P0K1,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,25.0,52,6.61,13.8,23.9,271.0,14.5,24.7,67.5,1.0,1.0,5.0,Si,0.271,145.0,Tomatoes,Quindio,5.9,0.0,5.9,0.0
2024-08-21,11,T15_N1P1K1,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,13,6.43,21.9,23.9,68.0,15.2,24.9,67.4,1.0,1.0,5.0,Si,0.068,152.0,Tomatoes,Quindio,8.1,0.0,8.1,0.0
2024-08-21,14,T9_N0P2K2,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,56.0,112,6.61,26.6,23.5,565.0,16.4,24.9,66.7,1.0,1.0,5.0,Si,0.565,164.0,Tomatoes,Quindio,8.1,1.2,8.1,1.2
2024-08-21,17,T13_N1P0K1,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,14.0,29,6.48,25.4,23.9,145.0,16.6,24.8,68.8,1.0,1.0,5.0,Si,0.145,166.0,Tomatoes,Quindio,5.9,1.2,5.9,1.2
2024-08-21,20,T22_N2P0K1,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,22.0,45,6.43,24.1,23.5,230.0,23.9,24.8,68.0,1.0,1.0,5.0,Si,0.23,239.0,Tomatoes,Quindio,3.7,1.2,3.7,1.2
2024-08-21,23,T10_N1P0K0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,10,6.5,20.5,23.9,57.0,23.8,25.0,67.5,1.0,1.0,5.0,Si,0.057,238.0,Tomatoes,Quindio,1.5,1.2,1.5,1.2
2024-08-21,26,T28_BIO-N0P0K0,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,56.0,112,6.38,18.8,24.3,563.0,25.9,25.5,68.8,1.0,1.0,5.0,Si,0.563,259.0,Tomatoes,Quindio,1.5,2.4,1.5,2.4
2024-08-21,29,T12_N1P2K0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,14.0,27,6.4,31.9,24.3,142.0,25.3,25.5,67.3,1.0,1.0,5.0,Si,0.142,253.0,Tomatoes,Quindio,3.7,2.4,3.7,2.4
2024-08-21,32,T26_N2P2K1,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,22.0,45,6.3,26.9,24.3,228.0,24.6,25.5,65.7,1.0,1.0,5.0,Si,0.228,246.0,Tomatoes,Quindio,5.9,2.4,5.9,2.4
2024-08-21,35,T16_N1P1K2,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,16,6.55,26.9,24.3,84.0,15.5,25.5,65.6,1.0,1.0,5.0,Si,0.084,155.0,Tomatoes,Quindio,8.1,2.4,8.1,2.4
2024-08-21,38,T1_N0P0K0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,12,6.4,26.0,24.3,63.0,13.9,25.5,66.5,1.0,1.0,5.0,Si,0.063,139.0,Tomatoes,Quindio,8.1,3.6,8.1,3.6
2024-08-21,41,T14_N1P0K2,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,10.0,20,6.46,19.0,24.3,101.0,13.9,25.4,64.2,1.0,1.0,5.0,Si,0.101,139.0,Tomatoes,Quindio,5.9,3.6,5.9,3.6
2024-08-21,44,T7_N0P1K2,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,11.0,21,6.45,27.4,24.3,110.0,14.8,25.2,65.0,1.0,1.0,5.0,Si,0.11,148.0,Tomatoes,Quindio,3.7,3.6,3.7,3.6
2024-08-21,47,T3_N0P2K0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,18,6.35,23.3,23.9,93.0,60.6,25.3,67.3,1.0,1.0,5.0,Si,0.093,606.0,Tomatoes,Quindio,1.5,3.6,1.5,3.6
2024-08-21,50,T23_N2P0K2,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,18.0,35,6.36,25.2,24.7,181.0,63.0,25.7,65.8,1.0,1.0,5.0,Si,0.181,630.0,Tomatoes,Quindio,1.5,4.8,1.5,4.8
2024-08-21,53,T21_N2P2K0,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,20.0,41,6.41,20.9,25.9,209.0,61.5,26.5,66.4,1.0,1.0,5.0,Si,0.209,615.0,Tomatoes,Quindio,3.7,4.8,3.7,4.8
2024-08-21,56,T5_N0P0K2,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,5,6.47,18.7,27.1,25.0,50.7,27.3,60.6,1.0,1.0,5.0,Si,0.025,507.0,Tomatoes,Quindio,5.9,4.8,5.9,4.8
2024-08-21,59,T30_BIO N2P2K2,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,29.0,59,6.42,20.5,26.7,302.0,52.5,27.7,59.2,1.0,1.0,5.0,Si,0.302,525.0,Tomatoes,Quindio,8.1,4.8,8.1,4.8
2024-08-21,62,T20_N2P1K0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,5,6.43,23.8,27.5,27.0,51.4,28.4,57.4,1.0,1.0,5.0,Si,0.027,514.0,Tomatoes,Quindio,8.1,6.0,8.1,6.0
2024-08-21,65,T18_N1P2K2,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,13.0,27,6.34,29.8,26.3,139.0,57.9,28.8,56.0,1.0,1.0,5.0,Si,0.139,579.0,Tomatoes,Quindio,5.9,6.0,5.9,6.0
2024-08-21,68,T29_BIO N1P1K1,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,28.0,57,6.31,24.7,26.7,288.0,74.5,29.2,56.4,1.0,1.0,5.0,Si,0.288,745.0,Tomatoes,Quindio,3.7,6.0,3.7,6.0
2024-08-21,71,T25_N2P1K2,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,11,6.18,33.9,26.7,56.0,26.1,29.2,55.3,1.0,1.0,5.0,Si,0.056,261.0,Tomatoes,Quindio,1.5,6.0,1.5,6.0
2024-08-21,74,T19_N2P0K0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,12,6.38,26.7,26.3,62.0,23.8,28.9,55.6,1.0,1.0,5.0,Si,0.062,238.0,Tomatoes,Quindio,1.5,7.2,1.5,7.2
2024-08-21,77,T2_N0P1K0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,7,6.33,24.6,25.9,38.0,25.7,28.6,57.7,1.0,1.0,5.0,Si,0.038,257.0,Tomatoes,Quindio,3.7,7.2,3.7,7.2
