Fecha,Tratamiento,Altura planta (cm),Clorofila (SPAD),Numero flores ,Numero frutos cosechados ,Peso frutos cosechados (Kg),Tamanno altura (mm),pH_savia,K_savia (ppm),Ca_savia (ppm),Na_savia (ppm),NO3_savia (ppm),Conductividad_savia (mS/cm),pH_suelo_Horiba,K_suelo_Horiba (ppm),Ca_suelo_Horiba (ppm),Na_suelo_Horiba (ppm),NO3_suelo_Horiba (ppm),Conductividad_suelo_Horiba (mS/cm),Tamanno cintura (mm),7in1_Ph[pH],7in1_Moisture[%RH],7in1_S_Temperature[C],Air_sensor_Temperature[C],Air_sensor_Humidity[%RH],Tratamiento iniciado,7in1_Conductivity[mS/cm],Pynamometer_Radiation[W/m2],N,P,K,Año,Mes,Día,Tratamiento_num
2024-10-02,T21_N2P2K0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,2,2,0,2024,10,2,21.0
2024-10-02,T21_N2P2K0,210.0,57.6,16.0,0.0,0.0,0.0,5.64,3050.0,190.0,49.0,530.0,7.555,7.17,78.5,38.5,27.5,61.0,0.527,0.0,6.45,26.0,22.6,22.7,76.8,Si,0.263,126.0,2,2,0,2024,10,2,21.0
2024-10-02,T21_N2P2K0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,2,2,0,2024,10,2,21.0
2024-10-02,T23_N2P0K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,2,0,2,2024,10,2,23.0
2024-10-02,T23_N2P0K2,208.0,53.9,36.0,0.0,0.0,0.0,5.3,3050.0,825.0,43.5,975.0,10.94,6.92,12.5,74.0,7.0,25.0,0.267,0.0,6.44,21.9,22.6,22.7,77.3,Si,0.234,140.0,2,0,2,2024,10,2,23.0
2024-10-02,T23_N2P0K2,,,,1.0,0.1853,67.0,,,,,,,,,,,,,73.21110262286733,,,,,,,,,2,0,2,2024,10,2,23.0
2024-10-02,T20_N2P1K0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,2,1,0,2024,10,2,20.0
2024-10-02,T20_N2P1K0,206.0,59.5,20.0,0.0,0.0,0.0,5.625,3400.0,305.0,45.5,1550.0,9.6,6.88,7.5,32.5,2.5,15.0,0.116,0.0,6.42,22.6,22.6,22.7,79.6,Si,0.159,339.0,2,1,0,2024,10,2,20.0
2024-10-02,T20_N2P1K0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,2,1,0,2024,10,2,20.0
2024-10-02,T18_N1P2K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,2,2,2024,10,2,18.0
2024-10-02,T18_N1P2K2,129.0,56.2,21.0,0.0,0.0,0.0,5.45,3050.0,730.0,55.0,1300.0,10.915,6.86,13.5,22.0,3.0,12.0,0.129,0.0,6.38,32.8,23.8,23.9,78.6,Si,0.231,794.0,1,2,2,2024,10,2,18.0
2024-10-02,T18_N1P2K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,2,2,2024,10,2,18.0
2024-10-02,T6_N0P1K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,1,1,2024,10,2,6.0
2024-10-02,T6_N0P1K1,220.0,54.7,29.0,0.0,0.0,0.0,5.525,3350.0,345.0,46.0,2150.0,9.745,6.96,61.5,50.5,6.5,77.0,0.364,0.0,6.57,35.7,23.0,23.8,69.8,Si,0.178,270.0,0,1,1,2024,10,2,6.0
2024-10-02,T6_N0P1K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,1,1,2024,10,2,6.0
2024-10-02,T17_N1P2K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,2,1,2024,10,2,17.0
2024-10-02,T17_N1P2K1,200.0,54.0,27.0,0.0,0.0,0.0,5.435,3500.0,130.0,52.0,450.0,9.555,6.97,82.5,51.0,24.5,84.5,0.493,0.0,6.44,23.9,23.0,23.7,72.5,Si,0.181,263.0,1,2,1,2024,10,2,17.0
2024-10-02,T17_N1P2K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,2,1,2024,10,2,17.0
2024-10-02,T25_N2P1K2,,,,1.0,0.1413,65.0,,,,,,,,,,,,,65.57168321874204,,,,,,,,,2,1,2,2024,10,2,25.0
2024-10-02,T25_N2P1K2,201.0,52.2,24.0,1.0,0.1902,77.5,5.685,3550.0,165.0,49.5,2000.0,9.525,6.84,63.0,98.5,8.0,150.0,0.492,73.84772090654444,6.34,35.4,23.8,23.7,72.4,Si,0.102,258.0,2,1,2,2024,10,2,25.0
2024-10-02,T25_N2P1K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,2,1,2,2024,10,2,25.0
2024-10-02,T29_BIO N1P1K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,1,1,2024,10,2,29.0
2024-10-02,T29_BIO N1P1K1,204.0,54.6,21.0,0.0,0.0,0.0,5.35,3600.0,82.0,46.0,3600.0,10.32,7.0,190.0,60.0,63.0,58.0,1.091,0.0,6.34,25.4,22.6,23.1,74.3,Si,0.236,102.0,1,1,1,2024,10,2,29.0
2024-10-02,T29_BIO N1P1K1,,,,2.0,0.3989,72.5,,,,,,,,,,,,,71.93786605551311,,,,,,,,,1,1,1,2024,10,2,29.0
2024-10-02,T2_N0P1K0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,1,0,2024,10,2,2.0
2024-10-02,T2_N0P1K0,209.0,48.4,20.0,0.0,0.0,0.0,5.44,3500.0,290.0,44.0,1400.0,9.88,6.8,27.0,77.0,12.0,67.5,0.399,0.0,6.42,21.4,22.6,23.4,73.8,Si,0.061,112.0,0,1,0,2024,10,2,2.0
2024-10-02,T2_N0P1K0,,,,1.0,0.272,79.0,,,,,,,,,,,,,80.85052202699262,,,,,,,,,0,1,0,2024,10,2,2.0
2024-10-02,T19_N2P0K0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,2,0,0,2024,10,2,19.0
2024-10-02,T19_N2P0K0,175.0,49.8,16.0,0.0,0.0,0.0,5.43,3350.0,110.0,47.5,2350.0,8.98,7.0,8.0,29.5,4.0,21.0,0.112,0.0,6.14,24.1,23.0,23.7,71.8,Si,0.085,149.0,2,0,0,2024,10,2,19.0
2024-10-02,T19_N2P0K0,,,,1.0,0.187,70.5,,,,,,,,,,,,,70.0280112044818,,,,,,,,,2,0,0,2024,10,2,19.0
2024-10-02,T8_N0P2K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,2,1,2024,10,2,8.0
2024-10-02,T8_N0P2K1,198.0,59.5,18.0,0.0,0.0,0.0,5.28,3250.0,920.0,54.5,980.0,12.735,6.84,31.0,140.0,16.5,72.5,0.557,0.0,6.29,28.0,23.4,23.5,74.3,Si,0.087,247.0,0,2,1,2024,10,2,8.0
2024-10-02,T8_N0P2K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,2,1,2024,10,2,8.0
2024-10-02,T15_N1P1K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,1,1,2024,10,2,15.0
2024-10-02,T15_N1P1K1,204.0,58.7,25.0,1.0,0.0787,58.0,5.415,3100.0,615.0,43.0,630.0,10.645,6.86,18.5,66.0,6.0,70.5,0.261,54.74917239623122,6.48,27.1,23.0,24.0,71.7,Si,0.083,259.0,1,1,1,2024,10,2,15.0
2024-10-02,T15_N1P1K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,1,1,2024,10,2,15.0
2024-10-02,T24_N2P1K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,2,1,1,2024,10,2,24.0
2024-10-02,T24_N2P1K1,207.0,58.0,18.0,0.0,0.0,0.0,5.4,3250.0,245.0,41.5,3000.0,9.985,6.84,17.5,49.0,9.5,53.5,0.231,0.0,6.41,22.7,23.4,24.3,66.0,Si,0.332,243.0,2,1,1,2024,10,2,24.0
2024-10-02,T24_N2P1K1,,,,0.0,0.0,0.0,,,,,,,6.9,92.0,56.0,17.0,100.0,0.598,0.0,,,,,,,,,2,1,1,2024,10,2,24.0
2024-10-02,T11_N1P1K0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,1,0,2024,10,2,11.0
2024-10-02,T11_N1P1K0,209.0,55.8,33.0,0.0,0.0,0.0,5.655,3300.0,410.0,52.5,1700.0,10.22,6.81,23.5,115.0,14.0,75.0,0.451,0.0,6.59,25.7,23.4,24.7,67.7,Si,0.124,199.0,1,1,0,2024,10,2,11.0
2024-10-02,T11_N1P1K0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,1,0,2024,10,2,11.0
2024-10-02,T27_N2P2K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,2,2,2,2024,10,2,27.0
2024-10-02,T27_N2P2K2,210.0,58.2,27.0,0.0,0.0,0.0,5.44,3400.0,595.0,54.0,760.0,10.625,7.09,40.5,41.0,10.5,35.0,0.3,0.0,6.55,26.1,23.4,24.8,69.8,Si,0.06,176.0,2,2,2,2024,10,2,27.0
2024-10-02,T27_N2P2K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,2,2,2,2024,10,2,27.0
2024-10-02,T4_N0P0K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,0,1,2024,10,2,4.0
2024-10-02,T4_N0P0K1,203.0,57.8,19.0,2.0,0.255,71.5,5.52,3200.0,210.0,49.5,600.0,9.105,6.66,51.0,215.0,26.5,150.0,0.849,57.93226381461675,6.59,26.7,24.2,24.8,67.9,Si,0.06,244.0,0,0,1,2024,10,2,4.0
2024-10-02,T4_N0P0K1,,,,1.0,0.1677,71.5,,,,,,,,,,,,,68.43646549528903,,,,,,,,,0,0,1,2024,10,2,4.0
2024-10-09,T27_N2P2K2,,,,5.0,1.005,70.0,,,,,,,,,,,,,70.0280112044818,,,,,,,,,2,2,2,2024,10,9,27.0
2024-10-09,T27_N2P2K2,,,,4.0,0.713,70.4,,,,,,,,,,,,,71.61955691367456,,,,,,,,,2,2,2,2024,10,9,27.0
2024-10-09,T27_N2P2K2,210.0,61.7,29.0,2.0,0.341,70.0,5.5,3500.0,39.0,38.0,110.0,9.56,7.5,30.0,21.0,11.0,22.0,0.169,63.66182836771072,6.83,26.4,22.0,22.5,86.2,Si,0.054,435.0,2,2,2,2024,10,9,27.0
2024-10-09,T24_N2P1K1,,,,2.0,0.249,60.6,,,,,,,,,,,,,62.070282658517954,,,,,,,,,2,1,1,2024,10,9,24.0
2024-10-09,T24_N2P1K1,,,,4.0,0.571,60.9,,,,,,,,,,,,,57.29564553093965,,,,,,,,,2,1,1,2024,10,9,24.0
2024-10-09,T24_N2P1K1,217.0,63.6,24.0,2.0,0.214,70.0,5.5,3800.0,46.0,44.0,910.0,10.91,6.8,41.0,8.0,2.0,15.0,0.179,57.29564553093965,6.66,28.3,22.0,23.3,82.9,Si,0.035,601.0,2,1,1,2024,10,9,24.0
2024-10-09,T4_N0P0K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,0,1,2024,10,9,4.0
2024-10-09,T4_N0P0K1,,,,1.0,0.152,70.3,,,,,,,,,,,,,59.523809523809526,,,,,,,,,0,0,1,2024,10,9,4.0
2024-10-09,T4_N0P0K1,205.0,58.2,20.0,1.0,0.152,70.9,5.5,3500.0,66.0,49.0,1200.0,11.47,7.4,50.0,9.0,2.0,14.0,0.192,59.523809523809526,6.61,25.5,22.8,24.2,74.5,Si,0.055,659.0,0,0,1,2024,10,9,4.0
2024-10-09,T15_N1P1K1,,,,3.0,0.261,60.5,,,,,,,,,,,,,60.16042780748664,,,,,,,,,1,1,1,2024,10,9,15.0
2024-10-09,T15_N1P1K1,,,,3.0,0.446,60.7,,,,,,,,,,,,,68.43646549528903,,,,,,,,,1,1,1,2024,10,9,15.0
2024-10-09,T15_N1P1K1,211.0,63.8,22.0,2.0,0.392,70.5,5.6,3300.0,39.0,36.0,1700.0,9.09,7.2,25.0,15.0,2.0,14.0,0.139,73.21110262286733,6.76,29.0,23.2,24.5,71.4,Si,0.112,365.0,1,1,1,2024,10,9,15.0
2024-10-09,T9_N0P2K2,208.0,54.2,18.0,2.0,0.355,70.0,5.7,3500.0,64.0,47.0,1700.0,9.94,7.2,29.0,8.0,2.0,12.0,0.123,66.84491978609626,6.53,30.0,24.0,26.1,66.6,Si,0.048,559.0,0,2,2,2024,10,9,9.0
2024-10-09,T9_N0P2K2,,,,3.0,0.443,70.6,,,,,,,,,,,,,66.84491978609626,,,,,,,,,0,2,2,2024,10,9,9.0
2024-10-09,T9_N0P2K2,,,,2.0,0.387,60.7,,,,,,,,,,,,,73.21110262286733,,,,,,,,,0,2,2,2024,10,9,9.0
2024-10-09,T13_N1P0K1,213.0,53.9,26.0,0.0,0.0,0.0,5.4,3400.0,300.0,45.0,700.0,10.2,6.9,83.0,200.0,17.0,58.0,0.959,0.0,6.61,17.4,25.2,26.1,67.7,Si,0.111,513.0,1,0,1,2024,10,9,13.0
2024-10-09,T13_N1P0K1,,,,4.0,0.634,70.0,,,,,,,,,,,,,60.47873694932519,,,,,,,,,1,0,1,2024,10,9,13.0
2024-10-09,T13_N1P0K1,,,,3.0,0.263,70.2,,,,,,,,,,,,,54.74917239623122,,,,,,,,,1,0,1,2024,10,9,13.0
2024-10-09,T22_N2P0K1,260.0,66.6,27.0,1.0,0.153,60.4,5.4,3600.0,320.0,58.0,1700.0,12.35,7.9,62.0,19.0,3.0,18.0,0.256,64.29844665138783,6.77,21.4,25.6,26.2,64.8,Si,0.105,541.0,2,0,1,2024,10,9,22.0
2024-10-09,T22_N2P0K1,,,,3.0,0.515,70.4,,,,,,,,,,,,,67.48153806977336,,,,,,,,,2,0,1,2024,10,9,22.0
2024-10-09,T22_N2P0K1,,,,4.0,0.461,70.7,,,,,,,,,,,,,60.47873694932519,,,,,,,,,2,0,1,2024,10,9,22.0
2024-10-09,T10_N1P0K0,220.0,64.6,33.0,0.0,0.0,0.0,5.4,3900.0,110.0,42.0,1000.0,11.83,7.5,51.0,15.0,3.0,21.0,0.245,0.0,6.76,20.3,25.2,26.5,65.3,Si,0.032,434.0,1,0,0,2024,10,9,10.0
2024-10-09,T10_N1P0K0,,,,1.0,0.183,70.3,,,,,,,,,,,,,58.88719124013242,,,,,,,,,1,0,0,2024,10,9,10.0
2024-10-09,T10_N1P0K0,,,,2.0,0.184,50.8,,,,,,,,,,,,,57.93226381461675,,,,,,,,,1,0,0,2024,10,9,10.0
2024-10-09,T28_BIO-N0P0K0,,,,2.0,0.497,80.0,,,,,,,,,,,,,78.62235803412274,,,,,,,,,0,0,0,2024,10,9,28.0
2024-10-09,T28_BIO-N0P0K0,,,,2.0,0.464,70.7,,,,,,,,,,,,,77.98573975044563,,,,,,,,,0,0,0,2024,10,9,28.0
2024-10-09,T28_BIO-N0P0K0,240.0,55.1,26.0,0.0,0.0,0.0,5.4,3400.0,180.0,38.0,200.0,10.37,7.4,31.0,34.0,5.0,12.0,0.219,0.0,6.78,27.3,25.2,26.3,63.4,Si,0.068,438.0,0,0,0,2024,10,9,28.0
2024-10-09,T12_N1P2K0,,,,3.0,0.31,60.5,,,,,,,,,,,,,59.523809523809526,,,,,,,,,1,2,0,2024,10,9,12.0
2024-10-09,T12_N1P2K0,,,,2.0,0.08,40.8,,,,,,,,,,,,,47.428062133944486,,,,,,,,,1,2,0,2024,10,9,12.0
2024-10-09,T12_N1P2K0,230.0,63.6,27.0,0.0,0.0,0.0,5.4,3500.0,71.0,40.0,1100.0,9.57,7.7,31.0,14.0,3.0,18.0,0.15,0.0,6.88,27.5,25.6,26.2,68.5,Si,0.083,545.0,1,2,0,2024,10,9,12.0
2024-10-09,T26_N2P2K1,,,,2.0,0.323,70.0,,,,,,,,,,,,,66.84491978609626,,,,,,,,,2,2,1,2024,10,9,26.0
2024-10-09,T26_N2P2K1,,,,3.0,0.324,80.0,,,,,,,,,,,,,55.70409982174688,,,,,,,,,2,2,1,2024,10,9,26.0
2024-10-09,T26_N2P2K1,232.0,59.1,23.0,1.0,0.198,70.6,5.5,3900.0,63.0,53.0,1300.0,11.42,7.9,37.0,41.0,4.0,17.0,0.232,71.93786605551311,6.84,28.0,26.0,26.3,66.1,Si,0.077,533.0,2,2,1,2024,10,9,26.0
2024-10-09,T16_N1P1K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,1,2,2024,10,9,16.0
2024-10-09,T16_N1P1K2,,,,3.0,0.429,70.3,,,,,,,,,,,,,62.070282658517954,,,,,,,,,1,1,2,2024,10,9,16.0
2024-10-09,T16_N1P1K2,218.0,61.6,24.0,4.0,0.667,60.9,5.5,4300.0,110.0,60.0,2100.0,12.86,7.9,15.0,28.0,4.0,14.0,0.164,74.8026483320601,6.72,20.7,23.2,25.1,67.8,Si,0.053,467.0,1,1,2,2024,10,9,16.0
2024-10-09,T1_N0P0K0,196.0,60.3,20.0,3.0,0.283,90.0,5.5,4000.0,130.0,65.0,1000.0,12.02,7.3,38.0,23.0,4.0,45.0,0.215,63.66182836771072,6.85,23.2,24.0,25.5,66.0,Si,0.246,245.0,0,0,0,2024,10,9,1.0
2024-10-09,T1_N0P0K0,,,,2.0,0.322,70.0,,,,,,,,,,,,,66.84491978609626,,,,,,,,,0,0,0,2024,10,9,1.0
2024-10-09,T1_N0P0K0,,,,3.0,0.358,60.4,,,,,,,,,,,,,50.92946269416858,,,,,,,,,0,0,0,2024,10,9,1.0
2024-10-09,T14_N1P0K2,208.0,59.0,20.0,4.0,0.454,65.0,5.6,3500.0,150.0,46.0,1400.0,11.16,7.6,9.0,21.0,2.0,9.0,0.095,60.47873694932519,6.61,26.0,24.8,26.0,67.9,Si,0.073,176.0,1,0,2,2024,10,9,14.0
2024-10-09,T14_N1P0K2,,,,2.0,0.263,65.0,,,,,,,,,,,,,62.070282658517954,,,,,,,,,1,0,2,2024,10,9,14.0
2024-10-09,T14_N1P0K2,,,,2.0,0.283,90.0,,,,,,,,,,,,,63.66182836771072,,,,,,,,,1,0,2,2024,10,9,14.0
2024-10-09,T7_N0P1K2,230.0,57.2,15.0,5.0,0.822,60.7,5.5,3900.0,78.0,59.0,850.0,11.19,7.2,51.0,33.0,5.0,70.0,0.369,68.43646549528903,6.62,20.6,26.8,26.1,64.8,Si,0.068,513.0,0,1,2,2024,10,9,7.0
2024-10-09,T7_N0P1K2,,,,4.0,0.563,68.0,,,,,,,,,,,,,70.0280112044818,,,,,,,,,0,1,2,2024,10,9,7.0
2024-10-09,T7_N0P1K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,1,2,2024,10,9,7.0
2024-10-09,T3_N0P2K0,229.0,60.2,21.0,2.0,0.349,80.5,5.5,3400.0,66.0,44.0,710.0,8.4,7.1,100.0,27.0,4.0,76.0,0.441,62.070282658517954,6.66,25.6,26.0,26.4,65.0,Si,0.181,411.0,0,2,0,2024,10,9,3.0
2024-10-09,T3_N0P2K0,,,,3.0,0.601,70.7,,,,,,,,,,,,,74.8026483320601,,,,,,,,,0,2,0,2024,10,9,3.0
2024-10-09,T3_N0P2K0,,,,1.0,0.144,60.7,,,,,,,,,,,,,62.070282658517954,,,,,,,,,0,2,0,2024,10,9,3.0
2024-10-09,T23_N2P0K2,,,,2.0,0.415,70.3,,,,,,,,,,,,,73.21110262286733,,,,,,,,,2,0,2,2024,10,9,23.0
2024-10-09,T23_N2P0K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,2,0,2,2024,10,9,23.0
2024-10-09,T23_N2P0K2,220.0,61.2,24.0,3.0,0.468,70.0,5.3,3300.0,85.0,46.0,630.0,10.01,7.1,10.0,26.0,3.0,9.0,0.113,70.0280112044818,6.69,32.7,26.4,26.5,67.5,Si,0.137,582.0,2,0,2,2024,10,9,23.0
2024-10-09,T21_N2P2K0,,,,2.0,0.274,65.0,,,,,,,,,,,,,66.84491978609626,,,,,,,,,2,2,0,2024,10,9,21.0
2024-10-09,T21_N2P2K0,,,,1.0,0.143,65.0,,,,,,,,,,,,,66.84491978609626,,,,,,,,,2,2,0,2024,10,9,21.0
2024-10-09,T21_N2P2K0,229.0,55.5,29.0,1.0,0.343,70.4,5.3,3200.0,83.0,42.0,680.0,8.35,7.3,11.0,23.0,2.0,11.0,0.103,66.84491978609626,6.74,27.8,26.0,26.1,67.7,Si,0.067,420.0,2,2,0,2024,10,9,21.0
2024-10-09,T5_N0P0K2,,,,5.0,0.7,65.0,,,,,,,,,,,,,69.2322383498854,,,,,,,,,0,0,2,2024,10,9,5.0
2024-10-09,T5_N0P0K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,0,2,2024,10,9,5.0
2024-10-09,T5_N0P0K2,119.0,56.2,11.0,2.0,0.411,70.2,5.4,3600.0,44.0,45.0,1800.0,10.9,6.9,53.0,5.0,2.0,48.0,0.195,75.75757575757576,6.59,28.0,24.4,25.8,66.6,Si,0.039,244.0,0,0,2,2024,10,9,5.0
2024-10-09,T30_BIO N2P2K2,,,,1.0,0.174,70.3,,,,,,,,,,,,,66.84491978609626,,,,,,,,,2,2,2,2024,10,9,30.0
2024-10-09,T30_BIO N2P2K2,,,,1.0,0.109,50.7,,,,,,,,,,,,,62.070282658517954,,,,,,,,,2,2,2,2024,10,9,30.0
2024-10-09,T30_BIO N2P2K2,217.0,58.8,25.0,2.0,0.418,70.1,5.3,3900.0,180.0,54.0,1000.0,12.35,6.8,28.0,19.0,5.0,12.0,0.169,68.43646549528903,6.88,33.4,23.6,25.2,69.5,Si,0.233,245.0,2,2,2,2024,10,9,30.0
2024-10-09,T20_N2P1K0,224.0,61.1,31.0,9.0,1.406,65.5,5.4,3600.0,83.0,46.0,1300.0,10.19,7.1,23.0,26.0,2.0,16.0,0.151,63.66182836771072,6.74,21.3,23.6,24.8,70.3,Si,0.125,245.0,2,1,0,2024,10,9,20.0
2024-10-09,T20_N2P1K0,,,,1.0,0.176,70.5,,,,,,,,,,,,,66.84491978609626,,,,,,,,,2,1,0,2024,10,9,20.0
2024-10-09,T20_N2P1K0,,,,5.0,0.727,65.0,,,,,,,,,,,,,60.47873694932519,,,,,,,,,2,1,0,2024,10,9,20.0
2024-10-09,T18_N1P2K2,212.0,52.3,22.0,2.0,0.303,70.4,5.4,3500.0,120.0,52.0,1800.0,11.08,6.7,100.0,66.0,5.0,170.0,0.523,71.61955691367456,6.71,22.6,23.4,24.3,70.9,Si,0.265,267.0,1,2,2,2024,10,9,18.0
2024-10-09,T18_N1P2K2,,,,3.0,0.438,64.0,,,,,,,,,,,,,62.070282658517954,,,,,,,,,1,2,2,2024,10,9,18.0
2024-10-09,T18_N1P2K2,,,,1.0,0.045,40.3,,,,,,,,,,,,,46.15482556659028,,,,,,,,,1,2,2,2024,10,9,18.0
2024-10-09,T29_BIO N1P1K1,229.0,59.3,27.0,4.0,0.418,60.8,5.5,3800.0,140.0,55.0,1600.0,11.51,7.4,17.0,18.0,3.0,110.0,0.117,66.84491978609626,6.71,22.6,23.4,24.3,70.9,Si,0.265,267.0,1,1,1,2024,10,9,29.0
2024-10-09,T29_BIO N1P1K1,,,,4.0,0.504,60.5,,,,,,,,,,,,,6.047873694932519,,,,,,,,,1,1,1,2024,10,9,29.0
2024-10-09,T29_BIO N1P1K1,,,,3.0,0.419,70.2,,,,,,,,,,,,,65.25337407690348,,,,,,,,,1,1,1,2024,10,9,29.0
2024-10-09,T25_N2P1K2,215.0,56.4,22.0,4.0,0.689,70.0,5.3,3600.0,120.0,51.0,720.0,10.86,6.5,59.0,23.0,3.0,21.0,0.28,70.0280112044818,6.31,0.0,26.8,25.9,70.6,Si,0.035,895.0,2,1,2,2024,10,9,25.0
2024-10-09,T25_N2P1K2,,,,4.0,0.739,70.2,,,,,,,,,,,,,7.48026483320601,,,,,,,,,2,1,2,2024,10,9,25.0
2024-10-09,T25_N2P1K2,,,,3.0,0.555,70.5,,,,,,,,,,,,,70.0280112044818,,,,,,,,,2,1,2,2024,10,9,25.0
2024-10-09,T19_N2P0K0,,,,3.0,0.435,70.0,,,,,,,,,,,,,76.39419404125286,,,,,,,,,2,0,0,2024,10,9,19.0
2024-10-09,T19_N2P0K0,,,,1.0,0.151,70.6,,,,,,,,,,,,,73.84772090654444,,,,,,,,,2,0,0,2024,10,9,19.0
2024-10-09,T19_N2P0K0,213.0,58.0,32.0,3.0,0.463,70.2,5.4,3100.0,170.0,42.0,280.0,9.62,7.3,44.0,14.0,3.0,42.0,0.188,75.12095747389866,,,,,,,,,2,0,0,2024,10,9,19.0
2024-10-09,T2_N0P1K0,,,,3.0,0.318,70.2,,,,,,,,,,,,,70.0280112044818,,,,,,,,,0,1,0,2024,10,9,2.0
2024-10-09,T2_N0P1K0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,1,0,2024,10,9,2.0
2024-10-09,T2_N0P1K0,209.0,49.6,31.0,4.0,0.473,60.5,5.4,3500.0,150.0,46.0,560.0,10.29,6.8,98.0,57.0,9.0,90.0,0.511,60.89253883371531,6.65,26.4,26.7,25.0,73.0,Si,0.123,238.0,0,1,0,2024,10,9,2.0
2024-10-09,T6_N0P1K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,1,1,2024,10,9,6.0
2024-10-09,T6_N0P1K1,,,,4.0,0.477,70.3,,,,,,,,,,,,,64.61675579322639,,,,,,,,,0,1,1,2024,10,9,6.0
2024-10-09,T6_N0P1K1,236.0,54.6,26.0,4.0,0.566,70.0,5.5,3700.0,88.0,59.0,2400.0,11.45,6.4,180.0,130.0,9.0,130.0,1.024,64.93506493506493,6.79,22.3,23.2,24.5,71.0,Si,0.072,267.0,0,1,1,2024,10,9,6.0
2024-10-09,T17_N1P2K1,,,,4.0,0.71,70.5,,,,,,,,,,,,,70.6646294881589,,,,,,,,,1,2,1,2024,10,9,17.0
2024-10-09,T17_N1P2K1,,,,3.0,0.514,70.6,,,,,,,,,,,,,71.61955691367456,,,,,,,,,1,2,1,2024,10,9,17.0
2024-10-09,T17_N1P2K1,224.0,50.7,28.0,0.0,0.0,0.0,5.5,4100.0,65.0,46.0,620.0,10.83,7.4,160.0,50.0,13.0,120.0,0.697,0.0,6.79,26.7,23.2,24.6,71.5,Si,0.184,252.0,1,2,1,2024,10,9,17.0
2024-10-09,T11_N1P1K0,216.0,52.2,24.0,2.0,0.233,70.4,5.3,3200.0,160.0,40.0,440.0,9.78,6.9,70.0,14.0,5.0,43.0,0.279,57.29564553093965,6.57,0.0,26.4,27.5,60.0,Si,0.119,523.0,1,1,0,2024,10,9,11.0
2024-10-09,T11_N1P1K0,,,,2.0,0.18,60.5,,,,,,,,,,,,,58.88719124013242,,,,,,,,,1,1,0,2024,10,9,11.0
2024-10-09,T11_N1P1K0,,,,6.0,0.576,55.15,,,,,,,,,,,,,55.70409982174688,,,,,,,,,1,1,0,2024,10,9,11.0
2024-10-09,T8_N0P2K1,235.0,58.7,36.0,4.0,0.652,70.7,5.3,3700.0,100.0,45.0,1500.0,11.13,7.3,53.0,40.0,5.0,51.0,0.284,70.0280112044818,6.63,0.0,26.8,27.9,59.9,Si,0.165,297.0,0,2,1,2024,10,9,8.0
2024-10-09,T8_N0P2K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,2,1,2024,10,9,8.0
