Fecha,Tratamiento,Altura planta (cm),Clorofila (SPAD),Numero flores ,Numero frutos cosechados ,Peso frutos cosechados (Kg),Tamanno altura (mm),pH_savia,K_savia (ppm),Ca_savia (ppm),Na_savia (ppm),NO3_savia (ppm),Conductividad_savia (mS/cm),pH_suelo_Horiba,K_suelo_Horiba (ppm),Ca_suelo_Horiba (ppm),Na_suelo_Horiba (ppm),NO3_suelo_Horiba (ppm),Conductividad_suelo_Horiba (mS/cm),Tamanno cintura (mm),7in1_Ph[pH],7in1_Moisture[%RH],7in1_S_Temperature[C],Air_sensor_Temperature[C],Air_sensor_Humidity[%RH],Tratamiento iniciado,7in1_Conductivity[mS/cm],Pynamometer_Radiation[W/m2],N,P,K,Año,Mes,Día,Tratamiento_num
2024-10-30,T24_N2P1K1,,,,5.0,0.821,60.7,,,,,,,,,,,,,71.61955691367456,6.43,35.1,24.1,24.2,80.0,Si,0.064,82.0,2,1,1,2024,10,30,24.0
2024-10-30,T24_N2P1K1,,,,4.0,0.646,70.3,,,,,,,,,,,,,66.84491978609626,,,,,,,,,2,1,1,2024,10,30,24.0
2024-10-30,T24_N2P1K1,,,,8.0,1.349,70.3,,,,,,,,,,,,,70.0280112044818,,,,,,,,,2,1,1,2024,10,30,24.0
2024-10-30,T4_N0P0K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,0,1,2024,10,30,4.0
2024-10-30,T4_N0P0K1,,,,4.0,0.689,70.2,,,,,,,,,,,,,68.43646549528903,,,,,,,,,0,0,1,2024,10,30,4.0
2024-10-30,T4_N0P0K1,,,,7.0,1.185,70.3,,,,,,,,,,,,,70.0280112044818,,,,,,,,,0,0,1,2024,10,30,4.0
2024-10-30,T15_N1P1K1,,,,9.0,1.268,60.7,,,,,,,,,,,,,65.25337407690348,6.49,34.6,24.1,23.9,78.6,Si,0.09,117.0,1,1,1,2024,10,30,15.0
2024-10-30,T15_N1P1K1,,,,6.0,1.031,60.8,,,,,,,,,,,,,68.43646549528903,,,,,,,,,1,1,1,2024,10,30,15.0
2024-10-30,T15_N1P1K1,,70.0,13.0,2.0,0.297,60.8,,,,,,,7.1,6.0,4.0,5.0,17.0,0.051,65.25337407690348,6.46,36.3,24.1,23.8,78.7,Si,0.064,106.0,1,1,1,2024,10,30,15.0
2024-10-30,T9_N0P2K2,,,,5.0,0.992,60.4,,,,,,,,,,,,,66.84491978609626,,,,,,,,,0,2,2,2024,10,30,9.0
2024-10-30,T9_N0P2K2,,,,2.0,0.34,70.3,,,,,,,,,,,,,66.84491978609626,,,,,,,,,0,2,2,2024,10,30,9.0
2024-10-30,T9_N0P2K2,,,,2.0,0.396,70.5,,,,,,,,,,,,,71.61955691367456,6.49,29.7,24.1,23.9,78.0,Si,0.092,129.0,0,2,2,2024,10,30,9.0
2024-10-30,T13_N1P0K1,,,,5.0,0.891,70.7,,,,,,,,,,,,,71.61955691367456,,,,,,,,,1,0,1,2024,10,30,13.0
2024-10-30,T13_N1P0K1,,,,5.0,0.943,70.4,,,,,,,,,,,,,70.0280112044818,,,,,,,,,1,0,1,2024,10,30,13.0
2024-10-30,T13_N1P0K1,,,,7.0,0.819,70.4,,,,,,,,,,,,,63.66182836771072,6.39,42.0,24.1,24.1,77.4,Si,0.043,112.0,1,0,1,2024,10,30,13.0
2024-10-30,T22_N2P0K1,,,,5.0,0.793,70.2,,,,,,,,,,,,,66.84491978609626,,,,,,,,,2,0,1,2024,10,30,22.0
2024-10-30,T22_N2P0K1,,,,5.0,0.916,70.8,,,,,,,,,,,,,74.8026483320601,,,,,,,,,2,0,1,2024,10,30,22.0
2024-10-30,T22_N2P0K1,,,,7.0,1.078,70.2,,,,,,,,,,,,,71.61955691367456,6.45,40.9,24.1,24.2,79.6,Si,0.048,101.0,2,0,1,2024,10,30,22.0
2024-10-30,T10_N1P0K0,,,,4.0,0.921,70.0,,,,,,,,,,,,,73.21110262286733,,,,,,,,,1,0,0,2024,10,30,10.0
2024-10-30,T10_N1P0K0,,,,4.0,0.626,70.7,,,,,,,,,,,,,74.8026483320601,,,,,,,,,1,0,0,2024,10,30,10.0
2024-10-30,T10_N1P0K0,,,,5.0,0.864,70.0,,,,,,,,,,,,,66.84491978609626,6.36,35.3,24.1,24.3,79.5,Si,0.075,110.0,1,0,0,2024,10,30,10.0
2024-10-30,T28_BIO-N0P0K0,,,,8.0,1.186,60.8,,,,,,,,,,,,,65.25337407690348,6.5,50.0,23.7,24.4,78.9,Si,0.058,108.0,0,0,0,2024,10,30,28.0
2024-10-30,T28_BIO-N0P0K0,,,,4.0,0.623,70.4,,,,,,,,,,,,,70.0280112044818,,,,,,,,,0,0,0,2024,10,30,28.0
2024-10-30,T28_BIO-N0P0K0,,,,6.0,1.126,70.0,,,,,,,,,,,,,73.21110262286733,,,,,,,,,0,0,0,2024,10,30,28.0
2024-10-30,T12_N1P2K0,,,,3.0,0.501,70.2,,,,,,,,,,,,,65.25337407690348,6.44,34.8,23.7,24.4,78.9,Si,0.038,101.0,1,2,0,2024,10,30,12.0
2024-10-30,T12_N1P2K0,,,,4.0,0.33,60.5,,,,,,,,,,,,,58.88719124013242,,,,,,,,,1,2,0,2024,10,30,12.0
2024-10-30,T12_N1P2K0,,,,6.0,1.164,70.1,,,,,,,,,,,,,70.0280112044818,,,,,,,,,1,2,0,2024,10,30,12.0
2024-10-30,T26_N2P2K1,,,,5.0,0.869,60.6,,,,,,,,,,,,,71.61955691367456,6.44,34.0,23.7,24.4,78.3,Si,0.131,96.0,2,2,1,2024,10,30,26.0
2024-10-30,T26_N2P2K1,,,,4.0,0.503,70.6,,,,,,,,,,,,,58.88719124013242,,,,,,,,,2,2,1,2024,10,30,26.0
2024-10-30,T26_N2P2K1,,,,7.0,1.153,70.5,,,,,,,,,,,,,70.0280112044818,,,,,,,,,2,2,1,2024,10,30,26.0
2024-10-30,T16_N1P1K2,,,,7.0,1.098,70.8,,,,,,,,,,,,,73.21110262286733,6.43,44.0,23.7,24.4,79.1,Si,0.157,88.0,1,1,2,2024,10,30,16.0
2024-10-30,T16_N1P1K2,,,,6.0,0.668,70.0,,,,,,,,,,,,,65.25337407690348,,,,,,,,,1,1,2,2024,10,30,16.0
2024-10-30,T16_N1P1K2,,,,4.0,0.598,70.3,,,,,,,,,,,,,70.0280112044818,,,,,,,,,1,1,2,2024,10,30,16.0
2024-10-30,T1_N0P0K0,,,,10.0,1.486,70.2,,,,,,,,,,,,,66.84491978609626,,,,,,,,,0,0,0,2024,10,30,1.0
2024-10-30,T1_N0P0K0,,,,4.0,0.74,70.5,,,,,,,,,,,,,70.0280112044818,,,,,,,,,0,0,0,2024,10,30,1.0
2024-10-30,T1_N0P0K0,,,,7.0,0.937,60.7,,,,,,,,,,,,,66.84491978609626,6.41,52.1,23.7,24.5,76.8,Si,0.08,90.0,0,0,0,2024,10,30,1.0
2024-10-30,T14_N1P0K2,,,,4.0,0.62,60.8,,,,,,,,,,,,,70.0280112044818,,,,,,,,,1,0,2,2024,10,30,14.0
2024-10-30,T14_N1P0K2,,,,6.0,0.923,60.6,,,,,,,,,,,,,70.0280112044818,,,,,,,,,1,0,2,2024,10,30,14.0
2024-10-30,T14_N1P0K2,,,,5.0,0.711,70.0,,,,,,,,,,,,,65.25337407690348,6.34,38.5,23.7,24.4,78.7,Si,0.051,102.0,1,0,2,2024,10,30,14.0
2024-10-30,T7_N0P1K2,,,,8.0,1.33,70.0,,,,,,,,,,,,,71.61955691367456,,,,,,,,,0,1,2,2024,10,30,7.0
2024-10-30,T7_N0P1K2,,,,5.0,0.832,70.2,,,,,,,,,,,,,71.61955691367456,,,,,,,,,0,1,2,2024,10,30,7.0
2024-10-30,T7_N0P1K2,,,,6.0,0.825,70.3,,,,,,,,,,,,,65.25337407690348,6.36,46.8,23.7,24.4,79.7,Si,0.061,95.0,0,1,2,2024,10,30,7.0
2024-10-30,T3_N0P2K0,,,,1.0,0.188,80.1,,,,,,,,,,,,,66.84491978609626,,,,,,,,,0,2,0,2024,10,30,3.0
2024-10-30,T3_N0P2K0,,,,6.0,0.923,70.4,,,,,,,,,,,,,71.61955691367456,,,,,,,,,0,2,0,2024,10,30,3.0
2024-10-30,T3_N0P2K0,,,,1.0,0.163,60.8,,,,,,,,,,,,,70.0280112044818,6.35,45.7,24.1,24.3,78.2,Si,0.067,133.0,0,2,0,2024,10,30,3.0
2024-10-30,T23_N2P0K2,,,,5.0,0.999,70.2,,,,,,,,,,,,,71.61955691367456,6.24,43.0,23.7,24.0,79.8,Si,0.228,142.0,2,0,2,2024,10,30,23.0
2024-10-30,T23_N2P0K2,,,,6.0,1.236,70.7,,,,,,,,,,,,,76.39419404125286,,,,,,,,,2,0,2,2024,10,30,23.0
2024-10-30,T23_N2P0K2,,,,7.0,1.352,70.0,,,,,,,,,,,,,71.61955691367456,,,,,,,,,2,0,2,2024,10,30,23.0
2024-10-30,T21_N2P2K0,,,,4.0,0.8,60.6,,,,,,,,,,,,,77.98573975044563,6.3,47.6,23.7,24.1,79.3,Si,0.095,168.0,2,2,0,2024,10,30,21.0
2024-10-30,T21_N2P2K0,,,,6.0,1.252,70.1,,,,,,,,,,,,,79.5772854596384,,,,,,,,,2,2,0,2024,10,30,21.0
2024-10-30,T21_N2P2K0,,57.1,27.0,8.0,1.335,70.5,,,,,,,6.6,5.0,6.0,1.0,6.0,0.05,77.98573975044563,6.41,51.4,23.7,24.2,79.8,Si,0.061,238.0,2,2,0,2024,10,30,21.0
2024-10-30,T5_N0P0K2,,,,3.0,0.43,60.6,,,,,,,,,,,,,66.84491978609626,6.36,41.9,24.1,24.4,78.6,Si,0.125,248.0,0,0,2,2024,10,30,5.0
2024-10-30,T5_N0P0K2,,,,6.0,1.15,70.1,,,,,,,,,,,,,77.98573975044563,,,,,,,,,0,0,2,2024,10,30,5.0
2024-10-30,T5_N0P0K2,,,,4.0,0.56,60.9,,,,,,,,,,,,,68.43646549528903,,,,,,,,,0,0,2,2024,10,30,5.0
2024-10-30,T30_BIO N2P2K2,,,,6.0,0.875,60.9,,,,,,,,,,,,,66.84491978609626,6.43,46.5,23.7,24.5,76.1,Si,0.111,114.0,2,2,2,2024,10,30,30.0
2024-10-30,T30_BIO N2P2K2,,,,4.0,0.483,50.6,,,,,,,,,,,,,63.66182836771072,,,,,,,,,2,2,2,2024,10,30,30.0
2024-10-30,T30_BIO N2P2K2,,,,7.0,0.993,70.0,,,,,,,,,,,,,66.84491978609626,,,,,,,,,2,2,2,2024,10,30,30.0
2024-10-30,T20_N2P1K0,,,,7.0,1.065,60.5,,,,,,,,,,,,,65.25337407690348,,,,,,,,,2,1,0,2024,10,30,20.0
2024-10-30,T20_N2P1K0,,,,7.0,1.036,70.5,,,,,,,,,,,,,66.84491978609626,,,,,,,,,2,1,0,2024,10,30,20.0
2024-10-30,T20_N2P1K0,,,,4.0,0.667,70.3,,,,,,,,,,,,,66.84491978609626,6.35,50.5,23.7,24.6,78.9,Si,0.107,159.0,2,1,0,2024,10,30,20.0
2024-10-30,T18_N1P2K2,,,,10.0,1.663,70.7,,,,,,,,,,,,,74.8026483320601,,,,,,,,,1,2,2,2024,10,30,18.0
2024-10-30,T18_N1P2K2,,,,4.0,0.809,60.5,,,,,,,,,,,,,74.8026483320601,,,,,,,,,1,2,2,2024,10,30,18.0
2024-10-30,T18_N1P2K2,,,,6.0,1.021,70.1,,,,,,,,,,,,,70.0280112044818,6.38,52.0,23.7,24.3,81.4,Si,0.056,245.0,1,2,2,2024,10,30,18.0
2024-10-30,T29_BIO N1P1K1,,,,2.0,0.292,60.3,,,,,,,,,,,,,63.66182836771072,,,,,,,,,1,1,1,2024,10,30,29.0
2024-10-30,T29_BIO N1P1K1,,,,6.0,0.95,70.1,,,,,,,,,,,,,70.0280112044818,,,,,,,,,1,1,1,2024,10,30,29.0
2024-10-30,T29_BIO N1P1K1,,,,9.0,1.336,70.0,,,,,,,,,,,,,70.0280112044818,6.29,48.2,23.7,24.0,79.4,Si,0.074,145.0,1,1,1,2024,10,30,29.0
2024-10-30,T25_N2P1K2,,,,2.0,0.457,70.6,,,,,,,,,,,,,74.8026483320601,,,,,,,,,2,1,2,2024,10,30,25.0
2024-10-30,T25_N2P1K2,,,,4.0,0.58,70.3,,,,,,,,,,,,,65.25337407690348,,,,,,,,,2,1,2,2024,10,30,25.0
2024-10-30,T25_N2P1K2,,,,6.0,0.805,60.7,,,,,,,,,,,,,65.25337407690348,6.1,38.2,23.7,23.9,77.3,Si,0.116,128.0,2,1,2,2024,10,30,25.0
2024-10-30,T19_N2P0K0,,,,3.0,0.448,70.2,,,,,,,,,,,,,70.0280112044818,6.43,49.0,23.7,24.0,78.3,Si,0.093,135.0,2,0,0,2024,10,30,19.0
2024-10-30,T19_N2P0K0,,,,5.0,0.873,70.1,,,,,,,,,,,,,70.0280112044818,,,,,,,,,2,0,0,2024,10,30,19.0
2024-10-30,T19_N2P0K0,,,,5.0,0.658,60.8,,,,,,,,,,,,,63.66182836771072,,,,,,,,,2,0,0,2024,10,30,19.0
2024-10-30,T2_N0P1K0,,,,2.0,0.296,70.0,,,,,,,,,,,,,60.47873694932519,6.36,49.4,23.7,24.1,80.7,Si,0.063,130.0,0,1,0,2024,10,30,2.0
2024-10-30,T2_N0P1K0,,,,6.0,0.735,60.7,,,,,,,,,,,,,70.0280112044818,,,,,,,,,0,1,0,2024,10,30,2.0
2024-10-30,T2_N0P1K0,,,,5.0,0.907,70.3,,,,,,,,,,,,,70.0280112044818,,,,,,,,,0,1,0,2024,10,30,2.0
2024-10-30,T6_N0P1K1,,,,5.0,0.783,60.9,,,,,,,,,,,,,71.61955691367456,6.41,43.2,23.7,24.1,78.7,Si,0.054,126.0,0,1,1,2024,10,30,6.0
2024-10-30,T6_N0P1K1,,,,7.0,1.064,60.7,,,,,,,,,,,,,66.84491978609626,,,,,,,,,0,1,1,2024,10,30,6.0
2024-10-30,T6_N0P1K1,,,,4.0,0.729,60.8,,,,,,,,,,,,,66.84491978609626,,,,,,,,,0,1,1,2024,10,30,6.0
2024-10-30,T17_N1P2K1,,,,3.0,0.524,70.3,,,,,,,,,,,,,70.0280112044818,6.51,26.7,23.7,24.1,79.6,Si,0.088,146.0,1,2,1,2024,10,30,17.0
2024-10-30,T17_N1P2K1,,,,3.0,0.603,70.4,,,,,,,,,,,,,71.61955691367456,,,,,,,,,1,2,1,2024,10,30,17.0
2024-10-30,T17_N1P2K1,,,,5.0,0.881,70.1,,,,,,,,,,,,,73.21110262286733,,,,,,,,,1,2,1,2024,10,30,17.0
2024-10-30,T11_N1P1K0,,,,3.0,0.325,50.7,,,,,,,,,,,,,60.47873694932519,,,,,,,,,1,1,0,2024,10,30,11.0
2024-10-30,T11_N1P1K0,,,,3.0,0.458,70.1,,,,,,,,,,,,,65.25337407690348,,,,,,,,,1,1,0,2024,10,30,11.0
2024-10-30,T11_N1P1K0,,,,2.0,0.342,60.8,,,,,,,,,,,,,68.43646549528903,6.51,42.7,23.7,24.1,79.1,Si,0.145,151.0,1,1,0,2024,10,30,11.0
2024-10-30,T8_N0P2K1,,,,2.0,0.466,707.0,,,,,,,,,,,,,74.8026483320601,,,,,,,,,0,2,1,2024,10,30,8.0
2024-10-30,T8_N0P2K1,,,,5.0,0.926,60.8,,,,,,,,,,,,,74.8026483320601,,,,,,,,,0,2,1,2024,10,30,8.0
2024-10-30,T8_N0P2K1,,,,6.0,0.926,70.1,,,,,,,,,,,,,63.66182836771072,6.48,34.9,23.7,24.1,79.8,Si,0.055,120.0,0,2,1,2024,10,30,8.0
2024-10-30,T9_N0P2K2,,,,2.0,0.259,60.8,,,,,,,,,,,,,62.070282658517954,,,,,,,,,0,2,2,2024,10,30,9.0
2024-10-30,T9_N0P2K2,,,,2.0,0.354,60.7,,,,,,,,,,,,,63.66182836771072,,,,,,,,,0,2,2,2024,10,30,9.0
2024-10-30,T9_N0P2K2,,67.1,20.0,3.0,0.314,60.7,5.7,3000.0,610.0,48.0,120.0,10.78,7.3,14.0,4.0,1.0,29.0,0.065,58.88719124013242,6.49,42.7,23.7,24.0,79.5,Si,0.076,128.0,0,2,2,2024,10,30,9.0
2024-10-30,T13_N1P0K1,,,,3.0,0.452,70.4,,,,,,,,,,,,,65.25337407690348,,,,,,,,,1,0,1,2024,10,30,13.0
2024-10-30,T13_N1P0K1,,,,1.0,0.091,60.3,,,,,,,,,,,,,52.52100840336134,,,,,,,,,1,0,1,2024,10,30,13.0
2024-10-30,T13_N1P0K1,,54.1,25.0,0.0,0.0,0.0,5.3,2900.0,890.0,42.0,260.0,12.2,7.2,4.0,5.0,1.0,11.0,0.025,0.0,6.36,32.7,23.7,24.0,79.8,Si,0.098,102.0,1,0,1,2024,10,30,13.0
2024-10-30,T26_N2P2K1,,52.5,14.0,2.0,0.513,60.8,5.5,3100.0,610.0,61.0,200.0,13.08,7.1,7.0,5.0,2.0,11.0,0.042,81.16883116883118,6.36,34.1,23.7,24.4,77.9,Si,0.17,87.0,2,2,1,2024,10,30,26.0
2024-10-30,T26_N2P2K1,,,,2.0,0.397,70.6,,,,,,,,,,,,,73.21110262286733,,,,,,,,,2,2,1,2024,10,30,26.0
2024-10-30,T26_N2P2K1,,,,3.0,0.838,70.7,,,,,,,,,,,,,82.76037687802393,,,,,,,,,2,2,1,2024,10,30,26.0
2024-10-30,T16_N1P1K2,,60.5,27.0,4.0,0.618,60.9,5.2,2800.0,910.0,38.0,190.0,11.67,7.5,30.0,15.0,2.0,25.0,0.16,63.66182836771072,6.55,45.2,23.3,24.0,81.2,Si,0.083,128.0,1,1,2,2024,10,30,16.0
2024-10-30,T16_N1P1K2,,,,7.0,0.945,60.7,,,,,,,,,,,,,66.84491978609626,,,,,,,,,1,1,2,2024,10,30,16.0
2024-10-30,T16_N1P1K2,,,,4.0,0.631,60.9,,,,,,,,,,,,,66.84491978609626,,,,,,,,,1,1,2,2024,10,30,16.0
2024-10-30,T10_N1P0K0,,56.2,27.0,3.0,0.421,70.4,5.3,2500.0,820.0,40.0,180.0,11.13,6.8,6.0,7.0,1.0,15.0,0.041,66.84491978609626,6.44,34.6,23.3,24.0,81.2,Si,0.054,161.0,1,0,0,2024,10,30,10.0
2024-10-30,T10_N1P0K0,,,,2.0,0.212,60.3,,,,,,,,,,,,,57.29564553093965,,,,,,,,,1,0,0,2024,10,30,10.0
2024-10-30,T10_N1P0K0,,,,4.0,0.617,70.6,,,,,,,,,,,,,70.0280112044818,,,,,,,,,1,0,0,2024,10,30,10.0
2024-10-30,T22_N2P0K1,,62.4,9.0,5.0,0.844,70.8,5.6,2900.0,570.0,46.0,330.0,11.49,7.0,5.0,4.0,1.0,16.0,0.046,66.84491978609626,6.31,36.4,23.7,24.1,81.0,Si,0.101,174.0,2,0,1,2024,10,30,22.0
2024-10-30,T22_N2P0K1,,,,1.0,0.233,70.5,,,,,,,,,,,,,76.39419404125286,,,,,,,,,2,0,1,2024,10,30,22.0
2024-10-30,T22_N2P0K1,,,,3.0,0.379,60.5,,,,,,,,,,,,,63.66182836771072,,,,,,,,,2,0,1,2024,10,30,22.0
2024-10-30,T12_N1P2K0,,,,6.0,0.92,70.2,,,,,,,,,,,,,65.25337407690348,,,,,,,,,1,2,0,2024,10,30,12.0
2024-10-30,T12_N1P2K0,,,,8.0,1.113,70.1,,,,,,,,,,,,,62.070282658517954,,,,,,,,,1,2,0,2024,10,30,12.0
2024-10-30,T12_N1P2K0,,55.4,20.0,6.0,1.304,80.0,5.4,3000.0,650.0,48.0,180.0,12.2,6.4,11.0,4.0,1.0,17.0,0.063,76.39419404125286,6.41,47.6,23.7,24.0,79.3,Si,0.06,245.0,1,2,0,2024,10,30,12.0
2024-10-30,T28_BIO-N0P0K0,,,,5.0,0.611,70.1,,,,,,,,,,,,,66.84491978609626,,,,,,,,,0,0,0,2024,10,30,28.0
2024-10-30,T28_BIO-N0P0K0,,,,2.0,0.192,50.8,,,,,,,,,,,,,57.29564553093965,,,,,,,,,0,0,0,2024,10,30,28.0
2024-10-30,T28_BIO-N0P0K0,,53.7,22.0,5.0,1.1,70.7,5.5,2600.0,680.0,38.0,150.0,10.41,7.2,5.0,11.0,1.0,38.0,0.067,76.39419404125286,6.38,49.7,23.7,24.0,80.0,Si,0.043,238.0,0,0,0,2024,10,30,28.0
2024-10-30,T1_N0P0K0,,,,6.0,0.878,60.9,,,,,,,,,,,,,66.84491978609626,,,,,,,,,0,0,0,2024,10,30,1.0
2024-10-30,T1_N0P0K0,,,,4.0,0.584,60.3,,,,,,,,,,,,,66.84491978609626,,,,,,,,,0,0,0,2024,10,30,1.0
2024-10-30,T1_N0P0K0,,61.2,34.0,4.0,0.755,70.3,5.4,3000.0,800.0,43.0,200.0,11.88,7.4,16.0,7.0,1.0,50.0,0.078,76.39419404125286,6.48,52.2,23.7,24.2,78.8,Si,0.063,82.0,0,0,0,2024,10,30,1.0
2024-10-30,T14_N1P0K2,,,,1.0,0.104,60.3,,,,,,,,,,,,,57.29564553093965,,,,,,,,,1,0,2,2024,10,30,14.0
2024-10-30,T14_N1P0K2,,,,6.0,0.919,70.1,,,,,,,,,,,,,71.61955691367456,,,,,,,,,1,0,2,2024,10,30,14.0
2024-10-30,T14_N1P0K2,,51.3,31.0,7.0,1.595,70.6,5.5,3100.0,540.0,42.0,210.0,11.83,7.3,5.0,7.0,1.0,27.0,0.063,82.76037687802393,6.49,31.9,23.7,24.7,77.6,Si,0.109,58.0,1,0,2,2024,10,30,14.0
2024-10-30,T5_N0P0K2,,65.3,25.0,3.0,0.45,60.8,5.5,3000.0,600.0,45.0,210.0,10.95,6.6,5.0,4.0,1.0,24.0,0.032,70.0280112044818,6.33,51.5,24.1,25.0,75.1,Si,0.047,41.0,0,0,2,2024,10,30,5.0
2024-10-30,T5_N0P0K2,,,,1.0,0.191,70.7,,,,,,,,,,,,,70.0280112044818,,,,,,,,,0,0,2,2024,10,30,5.0
2024-10-30,T5_N0P0K2,,,,4.0,0.931,70.2,,,,,,,,,,,,,71.61955691367456,,,,,,,,,0,0,2,2024,10,30,5.0
2024-10-30,T30_BIO N2P2K2,,55.0,26.0,1.0,0.105,60.8,5.2,2800.0,780.0,50.0,210.0,11.94,6.7,7.0,6.0,2.0,21.0,0.048,52.52100840336134,6.39,45.7,23.7,25.6,74.1,Si,0.049,107.0,2,2,2,2024,10,30,30.0
2024-10-30,T30_BIO N2P2K2,,,,2.0,0.383,70.3,,,,,,,,,,,,,71.61955691367456,,,,,,,,,2,2,2,2024,10,30,30.0
2024-10-30,T30_BIO N2P2K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,2,2,2,2024,10,30,30.0
2024-10-30,T3_N0P2K0,,57.0,25.0,0.0,0.0,0.0,5.2,2400.0,930.0,38.0,200.0,11.23,6.9,4.0,4.0,1.0,16.0,0.025,0.0,6.55,45.1,23.7,24.4,79.1,Si,0.109,269.0,0,2,0,2024,10,30,3.0
2024-10-30,T3_N0P2K0,,,,4.0,0.861,70.7,,,,,,,,,,,,,71.61955691367456,,,,,,,,,0,2,0,2024,10,30,3.0
2024-10-30,T3_N0P2K0,,,,4.0,0.584,60.8,,,,,,,,,,,,,60.47873694932519,,,,,,,,,0,2,0,2024,10,30,3.0
2024-10-30,T7_N0P1K2,,56.7,22.0,4.0,0.849,70.4,5.3,3000.0,640.0,52.0,240.0,11.66,6.8,44.0,33.0,3.0,21.0,0.206,68.43646549528903,6.43,37.3,23.7,24.2,78.3,Si,0.086,155.0,0,1,2,2024,10,30,7.0
2024-10-30,T7_N0P1K2,,,,4.0,0.579,60.7,,,,,,,,,,,,,68.43646549528903,,,,,,,,,0,1,2,2024,10,30,7.0
2024-10-30,T7_N0P1K2,,,,3.0,0.289,60.4,,,,,,,,,,,,,54.11255411255412,,,,,,,,,0,1,2,2024,10,30,7.0
2024-10-30,T21_N2P2K0,,,,6.0,0.844,70.6,,,,,,,,,,,,,70.0280112044818,,,,,,,,,2,2,0,2024,10,30,21.0
2024-10-30,T21_N2P2K0,,,,2.0,0.195,60.1,,,,,,,,,,,,,54.11255411255412,,,,,,,,,2,2,0,2024,10,30,21.0
2024-10-30,T21_N2P2K0,,52.7,17.0,2.0,0.312,60.7,5.3,3100.0,570.0,53.0,380.0,11.6,7.1,9.0,7.0,1.0,25.0,0.043,66.84491978609626,6.37,48.3,23.7,24.2,75.7,Si,0.095,138.0,2,2,0,2024,10,30,21.0
2024-10-30,T23_N2P0K2,,,,3.0,0.41,60.5,,,,,,,,,,,,,70.0280112044818,,,,,,,,,2,0,2,2024,10,30,23.0
2024-10-30,T23_N2P0K2,,,,4.0,0.724,70.2,,,,,,,,,,,,,73.21110262286733,,,,,,,,,2,0,2,2024,10,30,23.0
2024-10-30,T23_N2P0K2,,57.7,24.0,4.0,0.566,70.3,5.3,3300.0,150.0,55.0,460.0,11.12,6.3,17.0,5.0,1.0,18.0,0.082,70.0280112044818,6.46,43.2,23.7,24.3,79.0,Si,0.104,237.0,2,0,2,2024,10,30,23.0
2024-10-30,T20_N2P1K0,,,,4.0,1.051,70.8,,,,,,,,,,,,,82.76037687802393,,,,,,,,,2,1,0,2024,10,30,20.0
2024-10-30,T20_N2P1K0,,,,5.0,0.952,70.1,,,,,,,,,,,,,74.8026483320601,,,,,,,,,2,1,0,2024,10,30,20.0
2024-10-30,T20_N2P1K0,,62.7,21.0,7.0,1.16,70.6,5.4,2500.0,170.0,43.0,250.0,10.01,7.3,6.0,8.0,1.0,43.0,0.038,65.25337407690348,6.24,39.4,23.7,25.4,73.5,Si,0.083,174.0,2,1,0,2024,10,30,20.0
2024-10-30,T18_N1P2K2,,,,10.0,1.029,60.6,,,,,,,,,,,,,60.47873694932519,,,,,,,,,1,2,2,2024,10,30,18.0
2024-10-30,T18_N1P2K2,,,,4.0,0.899,70.4,,,,,,,,,,,,,71.61955691367456,,,,,,,,,1,2,2,2024,10,30,18.0
2024-10-30,T18_N1P2K2,,47.1,24.0,7.0,1.271,70.5,5.3,2600.0,170.0,41.0,220.0,10.69,7.1,9.0,7.0,1.0,35.0,0.059,105.04201680672269,6.38,36.1,24.1,25.4,72.8,Si,0.144,51.0,1,2,2,2024,10,30,18.0
2024-10-30,T6_N0P1K1,,56.8,31.0,7.0,0.826,70.2,5.4,3100.0,260.0,52.0,350.0,10.96,6.8,15.0,5.0,1.0,41.0,0.079,70.0280112044818,6.33,37.2,23.3,23.9,79.5,Si,0.176,248.0,0,1,1,2024,10,30,6.0
2024-10-30,T6_N0P1K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,1,1,2024,10,30,6.0
2024-10-30,T6_N0P1K1,,,,2.0,0.271,70.0,,,,,,,,,,,,,62.070282658517954,,,,,,,,,0,1,1,2024,10,30,6.0
2024-10-30,T17_N1P2K1,,58.6,16.0,4.0,0.771,70.0,5.3,3000.0,580.0,45.0,310.0,12.09,7.0,15.0,30.0,2.0,26.0,0.153,70.0280112044818,6.49,43.3,23.3,24.0,80.0,Si,0.231,283.0,1,2,1,2024,10,30,17.0
2024-10-30,T17_N1P2K1,,,,3.0,0.473,60.9,,,,,,,,,,,,,70.0280112044818,,,,,,,,,1,2,1,2024,10,30,17.0
2024-10-30,T17_N1P2K1,,,,5.0,0.948,70.4,,,,,,,,,,,,,70.0280112044818,,,,,,,,,1,2,1,2024,10,30,17.0
2024-10-30,T25_N2P1K2,,58.4,13.0,5.0,0.411,50.4,5.4,3300.0,350.0,54.0,380.0,11.32,6.3,19.0,11.0,1.0,28.0,0.102,55.70409982174688,6.34,52.4,23.3,24.4,76.8,Si,0.122,235.0,2,1,2,2024,10,30,25.0
